=============================================================
 starting episode: 0/2000
Waiting for server on 3101............
Count Down : 5
Waiting for server on 3101............
Count Down : 4
Waiting for server on 3101............
Count Down : 3
Waiting for server on 3101............
Count Down : 2
Waiting for server on 3101............
Count Down : 1
Waiting for server on 3101............
Count Down : 0
Waiting for server on 3101............
Count Down : -1
Waiting for server on 3101............
Count Down : 4
Client connected on 3101..............
Ep:0 step:0(1), a_t=[s= 1.00, t= 0.479993, b= 0.000000], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 / -inf, epsilon=  1.000, speed=  0.10, gear= 0, damage= 0.00
Ep:1 step:200(962), a_t=[s=-1.00, t= 0.571968, b= 0.000000], r_t=[r=-0.29, prog= 0.79, pen=-1.08, r_old=-0.29], Reward= -77.47 / -65.28 /  2078.61, epsilon=  0.997, speed=  0.39, gear= 1, damage= 544.00
Ep:1 step:220(982), a_t=[s= 0.02, t= 0.471740, b= 0.000000], r_t=[r=-0.01, prog= 0.05, pen=-0.06, r_old=-0.01], Reward= -80.32 / -68.13 /  2078.61, epsilon=  0.997, speed=  0.02, gear= 1, damage= 544.00
Ep:1 step:240(1002), a_t=[s=-1.00, t= 0.539325, b= 0.000000], r_t=[r=-0.19, prog= 0.87, pen=-1.05, r_old=-0.19], Reward= -83.04 / -70.85 /  2078.61, epsilon=  0.997, speed=  0.39, gear= 1, damage= 544.00
Ep:1 step:260(1022), a_t=[s=-0.94, t= 0.505875, b= 0.000000], r_t=[r=-0.09, prog= 0.57, pen=-0.66, r_old=-0.09], Reward= -85.94 / -73.75 /  2078.61, epsilon=  0.997, speed=  0.25, gear= 1, damage= 544.00
Ep:1 step:280(1042), a_t=[s= 0.56, t= 0.333683, b= 0.000000], r_t=[r=-0.09, prog= 0.93, pen=-1.02, r_old=-0.09], Reward= -88.08 / -75.90 /  2078.61, epsilon=  0.997, speed=  0.39, gear= 1, damage= 544.00
Ep:1 step:300(1062), a_t=[s=-0.25, t= 0.385575, b= 0.000000], r_t=[r=-0.05, prog= 0.97, pen=-1.02, r_old=-0.05], Reward= -89.77 / -77.58 /  2078.61, epsilon=  0.996, speed=  0.39, gear= 1, damage= 544.00
Ep:1 step:320(1082), a_t=[s=-0.44, t= 0.572694, b= 0.000000], r_t=[r=-0.02, prog= 1.07, pen=-1.08, r_old=-0.02], Reward= -90.45 / -78.27 /  2078.61, epsilon=  0.996, speed=  0.42, gear= 1, damage= 544.00
Ep:1 step:340(1102), a_t=[s=-0.97, t= 0.428347, b= 0.000000], r_t=[r= 0.05, prog= 2.45, pen=-2.40, r_old= 0.05], Reward= -90.24 / -78.05 /  2078.61, epsilon=  0.996, speed=  0.95, gear= 1, damage= 544.00
Ep:1 step:360(1122), a_t=[s=-0.23, t= 0.540720, b= 0.000000], r_t=[r= 0.06, prog= 1.25, pen=-1.19, r_old= 0.06], Reward= -89.24 / -77.05 /  2078.61, epsilon=  0.996, speed=  0.47, gear= 1, damage= 544.00
Ep:1 step:380(1142), a_t=[s= 1.00, t= 0.609354, b= 0.000000], r_t=[r= 0.08, prog= 1.35, pen=-1.28, r_old= 0.08], Reward= -87.74 / -75.55 /  2078.61, epsilon=  0.996, speed=  0.51, gear= 1, damage= 544.00
Ep:1 step:400(1162), a_t=[s= 0.78, t= 0.579980, b= 0.000000], r_t=[r= 0.26, prog= 2.90, pen=-2.64, r_old= 0.26], Reward= -84.43 / -72.24 /  2078.61, epsilon=  0.996, speed=  1.07, gear= 1, damage= 544.00
Ep:1 step:420(1182), a_t=[s=-0.57, t= 0.538605, b= 0.000000], r_t=[r= 0.42, prog= 3.10, pen=-2.68, r_old= 0.42], Reward= -76.74 / -64.56 /  2078.61, epsilon=  0.996, speed=  1.11, gear= 1, damage= 544.00
Ep:1 step:440(1202), a_t=[s= 0.75, t= 0.508313, b= 0.000000], r_t=[r= 0.85, prog= 5.57, pen=-4.72, r_old= 0.85], Reward= -69.43 / -57.24 /  2078.61, epsilon=  0.996, speed=  1.98, gear= 1, damage= 544.00
Ep:1 step:460(1222), a_t=[s=-0.02, t= 0.539795, b= 0.000000], r_t=[r= 0.58, prog= 3.56, pen=-2.98, r_old= 0.58], Reward= -60.36 / -48.18 /  2078.61, epsilon=  0.996, speed=  1.26, gear= 1, damage= 544.00
Ep:1 step:480(1242), a_t=[s=-1.00, t= 0.554999, b= 0.000000], r_t=[r= 0.98, prog= 4.76, pen=-3.78, r_old= 0.98], Reward= -33.78 / -21.60 /  2078.61, epsilon=  0.996, speed=  1.64, gear= 1, damage= 544.00
Ep:1 step:500(1262), a_t=[s=-0.73, t= 0.371075, b= 0.000000], r_t=[r= 1.19, prog= 5.85, pen=-4.66, r_old= 1.19], Reward= -19.84 / -7.66 /  2078.61, epsilon=  0.996, speed=  2.03, gear= 1, damage= 544.00
Ep:1 step:520(1282), a_t=[s=-1.00, t= 0.479733, b= 0.000000], r_t=[r= 0.84, prog= 3.71, pen=-2.87, r_old= 0.84], Reward=  5.66 /  17.85 /  2078.61, epsilon=  0.996, speed=  1.27, gear= 1, damage= 544.00
Ep:1 step:540(1302), a_t=[s=-0.25, t= 0.441371, b= 0.000000], r_t=[r= 1.09, prog= 4.67, pen=-3.58, r_old= 1.09], Reward=  31.82 /  44.00 /  2078.61, epsilon=  0.996, speed=  1.60, gear= 1, damage= 544.00
Ep:1 step:560(1322), a_t=[s=-0.26, t= 0.439089, b= 0.062533], r_t=[r= 2.30, prog= 8.77, pen=-6.47, r_old= 2.30], Reward=  72.65 /  84.83 /  2078.61, epsilon=  0.996, speed=  2.97, gear= 1, damage= 544.00
Ep:1 step:580(1342), a_t=[s= 0.87, t= 0.397901, b= 0.000000], r_t=[r= 11.36, prog= 36.78, pen=-25.42, r_old= 11.36], Reward=  189.20 /  201.39 /  2078.61, epsilon=  0.996, speed=  12.29, gear= 1, damage= 544.00
Ep:1 step:600(1362), a_t=[s=-0.11, t= 0.783930, b= 0.000000], r_t=[r= 1.62, prog= 5.34, pen=-3.73, r_old= 1.62], Reward=  301.96 /  314.14 /  2078.61, epsilon=  0.995, speed=  1.80, gear= 1, damage= 544.00
Ep:1 step:620(1382), a_t=[s=-0.61, t= 0.443440, b= 0.000000], r_t=[r= 10.03, prog= 29.67, pen=-19.64, r_old= 10.03], Reward=  444.93 /  457.11 /  2078.61, epsilon=  0.995, speed=  9.91, gear= 1, damage= 544.00
Ep:1 step:640(1402), a_t=[s=-0.20, t= 0.333636, b= 0.000000], r_t=[r= 3.81, prog= 11.73, pen=-7.92, r_old= 3.81], Reward=  535.51 /  547.70 /  2078.61, epsilon=  0.995, speed=  3.94, gear= 1, damage= 544.00
Ep:1 step:660(1422), a_t=[s=-0.53, t= 0.337235, b= 0.000000], r_t=[r= 5.91, prog= 17.63, pen=-11.72, r_old= 5.91], Reward=  602.28 /  614.46 /  2078.61, epsilon=  0.995, speed=  5.92, gear= 1, damage= 544.00
Ep:1 step:680(1442), a_t=[s=-0.42, t= 0.805537, b= 0.000000], r_t=[r= 1.12, prog= 3.38, pen=-2.26, r_old= 1.12], Reward=  670.63 /  682.82 /  2078.61, epsilon=  0.995, speed=  1.14, gear= 1, damage= 544.00
Ep:1 step:700(1462), a_t=[s=-0.32, t= 0.474865, b= 0.000000], r_t=[r= 3.68, prog= 11.12, pen=-7.43, r_old= 3.68], Reward=  708.30 /  720.49 /  2078.61, epsilon=  0.995, speed=  3.76, gear= 1, damage= 544.00
Ep:1 step:720(1482), a_t=[s=-0.30, t= 0.510611, b= 0.021990], r_t=[r= 2.04, prog= 5.85, pen=-3.81, r_old= 2.04], Reward=  784.38 /  796.57 /  2078.61, epsilon=  0.995, speed=  1.97, gear= 1, damage= 544.00
Ep:1 step:740(1502), a_t=[s=-0.85, t= 0.515999, b= 0.042816], r_t=[r= 1.13, prog= 3.16, pen=-2.03, r_old= 1.13], Reward=  864.09 /  876.27 /  2078.61, epsilon=  0.995, speed=  1.06, gear= 1, damage= 544.00
Ep:1 step:760(1522), a_t=[s=-1.00, t= 0.433853, b= 0.000000], r_t=[r= 5.55, prog= 14.81, pen=-9.26, r_old= 5.55], Reward=  938.34 /  950.53 /  2078.61, epsilon=  0.995, speed=  4.97, gear= 1, damage= 544.00
Ep:1 step:780(1542), a_t=[s= 0.95, t= 0.477244, b= 0.000000], r_t=[r= 3.19, prog= 8.63, pen=-5.44, r_old= 3.19], Reward=  998.20 /  1010.38 /  2078.61, epsilon=  0.995, speed=  2.91, gear= 1, damage= 544.00
Ep:1 step:800(1562), a_t=[s=-0.52, t= 0.452956, b= 0.000000], r_t=[r= 5.76, prog= 15.08, pen=-9.32, r_old= 5.76], Reward=  1071.00 /  1083.19 /  2078.61, epsilon=  0.995, speed=  5.06, gear= 1, damage= 544.00
Ep:1 step:820(1582), a_t=[s=-0.80, t= 0.548479, b= 0.000000], r_t=[r= 2.60, prog= 6.92, pen=-4.32, r_old= 2.60], Reward=  1136.33 /  1148.51 /  2078.61, epsilon=  0.995, speed=  2.34, gear= 1, damage= 544.00
Ep:1 step:840(1602), a_t=[s=-0.62, t= 0.516093, b= 0.000000], r_t=[r= 3.53, prog= 8.96, pen=-5.43, r_old= 3.53], Reward=  1215.51 /  1227.70 /  2078.61, epsilon=  0.995, speed=  3.01, gear= 1, damage= 544.00
Ep:1 step:860(1622), a_t=[s= 0.64, t= 0.605735, b= 0.000000], r_t=[r= 1.99, prog= 5.01, pen=-3.03, r_old= 1.99], Reward=  1281.93 /  1294.12 /  2078.61, epsilon=  0.995, speed=  1.69, gear= 1, damage= 544.00
Ep:1 step:880(1642), a_t=[s= 0.91, t= 0.589189, b= 0.000000], r_t=[r= 5.30, prog= 13.26, pen=-7.96, r_old= 5.30], Reward=  1344.29 /  1356.48 /  2078.61, epsilon=  0.995, speed=  4.47, gear= 1, damage= 544.00
Ep:1 step:900(1662), a_t=[s= 0.05, t= 0.388032, b= 0.000000], r_t=[r= 8.64, prog= 56.56, pen=-47.92, r_old= 8.64], Reward=  1704.89 /  1717.07 /  2078.61, epsilon=  0.994, speed=  22.92, gear= 1, damage= 544.00
META = 1 ... Running backwards
=============================================================
 starting episode: 2/2000
Client connected on 3101..............
Ep:2 step:0(1666), a_t=[s= 0.04, t= 0.385451, b= 0.000000], r_t=[r= 0.29, prog= 0.29, pen=-0.00, r_old= 0.29], Reward=  0.29 /  0.29 /  2078.61, epsilon=  0.994, speed=  0.10, gear= 1, damage= 0.00
Ep:2 step:20(1686), a_t=[s=-1.00, t= 0.661644, b= 0.000000], r_t=[r= 1.19, prog= 50.83, pen=-49.64, r_old= 1.19], Reward=  493.51 /  493.51 /  2078.61, epsilon=  0.994, speed=  27.52, gear= 1, damage= 0.00
Ep:2 step:40(1706), a_t=[s= 1.00, t= 0.605208, b= 0.000000], r_t=[r=-0.24, prog= 0.02, pen=-0.26, r_old=-0.24], Reward= -250.86 / -244.48 /  2078.61, epsilon=  0.994, speed=  0.08, gear= 1, damage= 597.00
Ep:2 step:60(1726), a_t=[s= 0.80, t= 0.509735, b= 0.000000], r_t=[r= 0.04, prog=-0.01, pen= 0.05, r_old= 0.04], Reward= -254.88 / -248.50 /  2078.61, epsilon=  0.994, speed= -0.05, gear= 1, damage= 597.00
Ep:2 step:80(1746), a_t=[s=-0.31, t= 0.516066, b= 0.018603], r_t=[r= 0.06, prog=-0.03, pen= 0.09, r_old= 0.06], Reward= -256.99 / -250.62 /  2078.61, epsilon=  0.994, speed= -0.08, gear= 1, damage= 597.00
Ep:2 step:100(1766), a_t=[s= 0.07, t= 0.405888, b= 0.000000], r_t=[r= 0.08, prog=-0.04, pen= 0.12, r_old= 0.08], Reward= -258.70 / -252.33 /  2078.61, epsilon=  0.994, speed= -0.11, gear= 1, damage= 597.00
Ep:2 step:120(1786), a_t=[s= 0.52, t= 0.695451, b= 0.000000], r_t=[r= 0.02, prog=-0.01, pen= 0.02, r_old= 0.02], Reward= -260.66 / -254.28 /  2078.61, epsilon=  0.994, speed= -0.02, gear= 1, damage= 597.00
Ep:2 step:140(1806), a_t=[s=-0.09, t= 0.497803, b= 0.000000], r_t=[r=-0.17, prog= 0.03, pen=-0.20, r_old=-0.17], Reward= -264.59 / -258.21 /  2078.61, epsilon=  0.994, speed=  0.07, gear= 1, damage= 597.00
Ep:2 step:160(1826), a_t=[s= 0.44, t= 0.581446, b= 0.000000], r_t=[r= 0.07, prog=-0.05, pen= 0.11, r_old= 0.07], Reward= -267.22 / -260.84 /  2078.61, epsilon=  0.994, speed= -0.11, gear= 1, damage= 597.00
Ep:2 step:180(1846), a_t=[s= 0.17, t= 0.346063, b= 0.000000], r_t=[r=-0.07, prog= 0.01, pen=-0.08, r_old=-0.07], Reward= -270.78 / -264.40 /  2078.61, epsilon=  0.994, speed=  0.03, gear= 1, damage= 597.00
Ep:2 step:200(1866), a_t=[s=-0.81, t= 0.352109, b= 0.000000], r_t=[r=-0.30, prog= 0.06, pen=-0.36, r_old=-0.30], Reward= -274.69 / -268.31 /  2078.61, epsilon=  0.994, speed=  0.12, gear= 1, damage= 597.00
Ep:2 step:220(1886), a_t=[s=-0.78, t= 0.488336, b= 0.000000], r_t=[r=-0.13, prog= 0.03, pen=-0.16, r_old=-0.13], Reward= -277.37 / -271.00 /  2078.61, epsilon=  0.994, speed=  0.05, gear= 1, damage= 597.00
Ep:2 step:240(1906), a_t=[s= 0.88, t= 0.410832, b= 0.000000], r_t=[r=-0.50, prog= 0.10, pen=-0.59, r_old=-0.50], Reward= -281.15 / -274.77 /  2078.61, epsilon=  0.994, speed=  0.20, gear= 1, damage= 597.00
Ep:2 step:260(1926), a_t=[s= 0.71, t= 0.629857, b= 0.039625], r_t=[r= 0.06, prog=-0.06, pen= 0.12, r_old= 0.06], Reward= -282.82 / -276.44 /  2078.61, epsilon=  0.994, speed= -0.12, gear= 1, damage= 597.00
Ep:2 step:280(1946), a_t=[s= 0.36, t= 0.557620, b= 0.000000], r_t=[r= 0.06, prog=-0.05, pen= 0.11, r_old= 0.06], Reward= -285.49 / -279.11 /  2078.61, epsilon=  0.994, speed= -0.10, gear= 1, damage= 597.00
Ep:2 step:300(1966), a_t=[s=-0.29, t= 0.406405, b= 0.000000], r_t=[r=-0.33, prog= 0.07, pen=-0.40, r_old=-0.33], Reward= -288.19 / -281.81 /  2078.61, epsilon=  0.993, speed=  0.13, gear= 1, damage= 597.00
Ep:2 step:320(1986), a_t=[s= 0.59, t= 0.545933, b= 0.000000], r_t=[r= 0.02, prog=-0.02, pen= 0.04, r_old= 0.02], Reward= -292.70 / -286.32 /  2078.61, epsilon=  0.993, speed= -0.04, gear= 1, damage= 597.00
