=============================================================
 starting episode: 0/2000
Client connected on 3105..............
Ep:0 step:0(1), a_t=[s=-1.00, t= 0.341279, b= 0.000000], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 / -inf, epsilon=  1.000, speed=  0.10, gear= 0, damage= 0.00
Ep:1 step:400(488), a_t=[s=-1.00, t= 0.365639, b= 0.000000], r_t=[r= 0.03, prog=-0.01, pen= 0.04, r_old= 0.03], Reward= -656.87 / -594.64 /  2891.28, epsilon=  0.998, speed= -0.06, gear= 1, damage= 2115.00
Ep:1 step:420(508), a_t=[s=-0.22, t= 0.374471, b= 0.000000], r_t=[r= 0.04, prog=-0.01, pen= 0.05, r_old= 0.04], Reward= -659.23 / -597.00 /  2891.28, epsilon=  0.998, speed= -0.08, gear= 1, damage= 2115.00
Ep:1 step:440(528), a_t=[s=-0.16, t= 0.395306, b= 0.000000], r_t=[r= 0.01, prog=-0.00, pen= 0.01, r_old= 0.01], Reward= -663.38 / -601.15 /  2891.28, epsilon=  0.998, speed= -0.01, gear= 1, damage= 2115.00
Ep:1 step:460(548), a_t=[s= 0.24, t= 0.414396, b= 0.000000], r_t=[r=-0.23, prog= 0.01, pen=-0.24, r_old=-0.23], Reward= -666.99 / -604.75 /  2891.28, epsilon=  0.998, speed=  0.09, gear= 1, damage= 2115.00
Ep:1 step:480(568), a_t=[s=-0.20, t= 0.487853, b= 0.000000], r_t=[r=-0.16, prog= 0.01, pen=-0.17, r_old=-0.16], Reward= -671.02 / -608.79 /  2891.28, epsilon=  0.998, speed=  0.06, gear= 1, damage= 2115.00
Ep:1 step:500(588), a_t=[s= 0.35, t= 0.525468, b= 0.000000], r_t=[r= 0.07, prog=-0.01, pen= 0.09, r_old= 0.07], Reward= -674.65 / -612.42 /  2891.28, epsilon=  0.998, speed= -0.14, gear= 1, damage= 2115.00
Ep:1 step:520(608), a_t=[s= 1.00, t= 0.448918, b= 0.000000], r_t=[r=-0.35, prog= 0.01, pen=-0.36, r_old=-0.35], Reward= -676.90 / -614.67 /  2891.28, epsilon=  0.998, speed=  0.14, gear= 1, damage= 2115.00
Ep:1 step:540(628), a_t=[s= 0.77, t= 0.588973, b= 0.000000], r_t=[r=-0.39, prog= 0.01, pen=-0.40, r_old=-0.39], Reward= -682.23 / -620.00 /  2891.28, epsilon=  0.998, speed=  0.15, gear= 1, damage= 2115.00
Ep:1 step:560(648), a_t=[s=-0.50, t= 0.427512, b= 0.000000], r_t=[r=-0.02, prog= 0.00, pen=-0.02, r_old=-0.02], Reward= -685.16 / -622.93 /  2891.28, epsilon=  0.998, speed=  0.01, gear= 1, damage= 2115.00
Ep:1 step:580(668), a_t=[s=-0.02, t= 0.385382, b= 0.000000], r_t=[r= 0.08, prog=-0.01, pen= 0.09, r_old= 0.08], Reward= -688.81 / -626.58 /  2891.28, epsilon=  0.998, speed= -0.14, gear= 1, damage= 2115.00
Ep:1 step:600(688), a_t=[s=-0.31, t= 0.459120, b= 0.000000], r_t=[r=-0.25, prog= 0.01, pen=-0.26, r_old=-0.25], Reward= -690.28 / -628.05 /  2891.28, epsilon=  0.998, speed=  0.10, gear= 1, damage= 2115.00
Ep:1 step:620(708), a_t=[s= 0.04, t= 0.428397, b= 0.000000], r_t=[r=-0.12, prog= 0.00, pen=-0.13, r_old=-0.12], Reward= -693.06 / -630.83 /  2891.28, epsilon=  0.998, speed=  0.05, gear= 1, damage= 2115.00
Ep:1 step:640(728), a_t=[s= 0.10, t= 0.430245, b= 0.000000], r_t=[r=-0.72, prog= 0.02, pen=-0.74, r_old=-0.72], Reward= -698.27 / -636.04 /  2891.28, epsilon=  0.998, speed=  0.28, gear= 1, damage= 2115.00
Ep:1 step:660(748), a_t=[s=-0.44, t= 0.483321, b= 0.000000], r_t=[r= 0.02, prog=-0.00, pen= 0.02, r_old= 0.02], Reward= -702.31 / -640.07 /  2891.28, epsilon=  0.998, speed= -0.04, gear= 1, damage= 2115.00
Ep:1 step:680(768), a_t=[s=-0.03, t= 0.638520, b= 0.000000], r_t=[r= 0.02, prog=-0.00, pen= 0.02, r_old= 0.02], Reward= -705.25 / -643.02 /  2891.28, epsilon=  0.997, speed= -0.03, gear= 1, damage= 2115.00
Ep:1 step:700(788), a_t=[s=-0.75, t= 0.669243, b= 0.000000], r_t=[r=-0.19, prog= 0.00, pen=-0.20, r_old=-0.19], Reward= -708.31 / -646.08 /  2891.28, epsilon=  0.997, speed=  0.08, gear= 1, damage= 2115.00
Ep:1 step:720(808), a_t=[s= 0.15, t= 0.372608, b= 0.000000], r_t=[r=-0.35, prog= 0.01, pen=-0.35, r_old=-0.35], Reward= -711.49 / -649.25 /  2891.28, epsilon=  0.997, speed=  0.14, gear= 1, damage= 2115.00
Ep:1 step:740(828), a_t=[s=-0.70, t= 0.477638, b= 0.000000], r_t=[r= 0.01, prog=-0.00, pen= 0.01, r_old= 0.01], Reward= -713.26 / -651.03 /  2891.28, epsilon=  0.997, speed= -0.01, gear= 1, damage= 2115.00
Ep:1 step:760(848), a_t=[s=-0.27, t= 0.535103, b= 0.000000], r_t=[r=-0.42, prog= 0.01, pen=-0.43, r_old=-0.42], Reward= -715.31 / -653.08 /  2891.28, epsilon=  0.997, speed=  0.16, gear= 1, damage= 2115.00
Ep:1 step:780(868), a_t=[s=-1.00, t= 0.585674, b= 0.000000], r_t=[r= 0.00, prog=-0.00, pen= 0.00, r_old= 0.00], Reward= -718.52 / -656.29 /  2891.28, epsilon=  0.997, speed= -0.01, gear= 1, damage= 2115.00
Ep:1 step:800(888), a_t=[s=-0.31, t= 0.570876, b= 0.000000], r_t=[r= 0.04, prog=-0.00, pen= 0.04, r_old= 0.04], Reward= -722.70 / -660.47 /  2891.28, epsilon=  0.997, speed= -0.06, gear= 1, damage= 2115.00
Ep:1 step:820(908), a_t=[s=-0.55, t= 0.254438, b= 0.000000], r_t=[r=-0.08, prog= 0.00, pen=-0.08, r_old=-0.08], Reward= -725.56 / -663.33 /  2891.28, epsilon=  0.997, speed=  0.03, gear= 1, damage= 2115.00
Ep:1 step:840(928), a_t=[s=-0.51, t= 0.390972, b= 0.000000], r_t=[r=-0.12, prog= 0.00, pen=-0.12, r_old=-0.12], Reward= -730.76 / -668.53 /  2891.28, epsilon=  0.997, speed=  0.05, gear= 1, damage= 2115.00
Ep:1 step:860(948), a_t=[s= 0.42, t= 0.469438, b= 0.000000], r_t=[r=-0.60, prog= 0.01, pen=-0.61, r_old=-0.60], Reward= -733.06 / -670.82 /  2891.28, epsilon=  0.997, speed=  0.23, gear= 1, damage= 2115.00
Ep:1 step:880(968), a_t=[s= 0.40, t= 0.414459, b= 0.000000], r_t=[r=-0.15, prog= 0.00, pen=-0.15, r_old=-0.15], Reward= -735.65 / -673.42 /  2891.28, epsilon=  0.997, speed=  0.06, gear= 1, damage= 2115.00
Ep:1 step:900(988), a_t=[s= 0.05, t= 0.392953, b= 0.000000], r_t=[r= 0.00, prog=-0.00, pen= 0.00, r_old= 0.00], Reward= -738.02 / -675.79 /  2891.28, epsilon=  0.997, speed= -0.01, gear= 1, damage= 2115.00
Ep:1 step:920(1008), a_t=[s= 0.58, t= 0.458171, b= 0.000000], r_t=[r=-0.04, prog= 0.00, pen=-0.04, r_old=-0.04], Reward= -739.65 / -677.42 /  2891.28, epsilon=  0.997, speed=  0.01, gear= 1, damage= 2115.00
Ep:1 step:940(1028), a_t=[s= 0.70, t= 0.410274, b= 0.000000], r_t=[r=-0.52, prog= 0.01, pen=-0.54, r_old=-0.52], Reward= -742.37 / -680.14 /  2891.28, epsilon=  0.997, speed=  0.21, gear= 1, damage= 2115.00
Ep:1 step:960(1048), a_t=[s= 1.00, t= 0.390212, b= 0.000000], r_t=[r= 0.05, prog=-0.01, pen= 0.06, r_old= 0.05], Reward= -742.79 / -680.56 /  2891.28, epsilon=  0.997, speed= -0.09, gear= 1, damage= 2115.00
Ep:1 step:980(1068), a_t=[s=-0.70, t= 0.675740, b= 0.000000], r_t=[r= 0.04, prog=-0.00, pen= 0.04, r_old= 0.04], Reward= -746.23 / -684.00 /  2891.28, epsilon=  0.996, speed= -0.07, gear= 1, damage= 2115.00
Ep:1 step:1000(1088), a_t=[s=-0.56, t= 0.473694, b= 0.000000], r_t=[r=-0.37, prog= 0.01, pen=-0.38, r_old=-0.37], Reward= -749.13 / -686.90 /  2891.28, epsilon=  0.996, speed=  0.14, gear= 1, damage= 2115.00
Ep:1 step:1020(1108), a_t=[s=-0.72, t= 0.460890, b= 0.000000], r_t=[r= 0.11, prog=-0.02, pen= 0.13, r_old= 0.11], Reward= -750.88 / -688.65 /  2891.28, epsilon=  0.996, speed= -0.21, gear= 1, damage= 2115.00
Ep:1 step:1040(1128), a_t=[s=-0.54, t= 0.503683, b= 0.000000], r_t=[r=-0.69, prog= 0.02, pen=-0.72, r_old=-0.69], Reward= -755.20 / -692.97 /  2891.28, epsilon=  0.996, speed=  0.27, gear= 1, damage= 2115.00
Ep:1 step:1060(1148), a_t=[s= 1.00, t= 0.618764, b= 0.000000], r_t=[r=-0.35, prog= 0.01, pen=-0.37, r_old=-0.35], Reward= -758.13 / -695.90 /  2891.28, epsilon=  0.996, speed=  0.14, gear= 1, damage= 2115.00
Ep:1 step:1080(1168), a_t=[s=-1.00, t= 0.563800, b= 0.000000], r_t=[r=-0.02, prog= 0.00, pen=-0.03, r_old=-0.02], Reward= -762.54 / -700.31 /  2891.28, epsilon=  0.996, speed=  0.01, gear= 1, damage= 2115.00
Ep:1 step:1100(1188), a_t=[s= 0.11, t= 0.390323, b= 0.000000], r_t=[r= 0.03, prog=-0.01, pen= 0.04, r_old= 0.03], Reward= -765.45 / -703.22 /  2891.28, epsilon=  0.996, speed= -0.07, gear= 1, damage= 2115.00
Ep:1 step:1120(1208), a_t=[s= 0.00, t= 0.374841, b= 0.000000], r_t=[r=-0.04, prog= 0.00, pen=-0.04, r_old=-0.04], Reward= -768.14 / -705.91 /  2891.28, epsilon=  0.996, speed=  0.02, gear= 1, damage= 2115.00
Ep:1 step:1140(1228), a_t=[s=-0.10, t= 0.377140, b= 0.000000], r_t=[r= 0.04, prog=-0.02, pen= 0.06, r_old= 0.04], Reward= -770.38 / -708.15 /  2891.28, epsilon=  0.996, speed= -0.10, gear= 1, damage= 2115.00
Ep:1 step:1160(1248), a_t=[s=-0.40, t= 0.387914, b= 0.000000], r_t=[r=-0.14, prog= 0.01, pen=-0.15, r_old=-0.14], Reward= -772.82 / -710.59 /  2891.28, epsilon=  0.996, speed=  0.06, gear= 1, damage= 2115.00
Ep:1 step:1180(1268), a_t=[s=-1.00, t= 0.241097, b= 0.000000], r_t=[r=-0.11, prog= 0.01, pen=-0.12, r_old=-0.11], Reward= -775.46 / -713.23 /  2891.28, epsilon=  0.996, speed=  0.05, gear= 1, damage= 2115.00
Ep:1 step:1200(1288), a_t=[s=-1.00, t= 0.537405, b= 0.000000], r_t=[r=-0.37, prog= 0.03, pen=-0.41, r_old=-0.37], Reward= -777.85 / -715.61 /  2891.28, epsilon=  0.996, speed=  0.16, gear= 1, damage= 2115.00
Ep:1 step:1220(1308), a_t=[s=-0.93, t= 0.417065, b= 0.000000], r_t=[r=-0.01, prog= 0.00, pen=-0.01, r_old=-0.01], Reward= -779.12 / -716.89 /  2891.28, epsilon=  0.996, speed=  0.00, gear= 1, damage= 2115.00
Ep:1 step:1240(1328), a_t=[s=-0.29, t= 0.623752, b= 0.000000], r_t=[r= 0.05, prog=-0.03, pen= 0.07, r_old= 0.05], Reward= -782.17 / -719.94 /  2891.28, epsilon=  0.996, speed= -0.12, gear= 1, damage= 2115.00
Ep:1 step:1260(1348), a_t=[s= 0.39, t= 0.533699, b= 0.000000], r_t=[r=-0.14, prog= 0.01, pen=-0.15, r_old=-0.14], Reward= -785.98 / -723.75 /  2891.28, epsilon=  0.996, speed=  0.06, gear= 1, damage= 2115.00
Ep:1 step:1280(1368), a_t=[s=-1.00, t= 0.657266, b= 0.000000], r_t=[r=-0.06, prog= 0.01, pen=-0.07, r_old=-0.06], Reward= -788.27 / -726.04 /  2891.28, epsilon=  0.995, speed=  0.03, gear= 1, damage= 2115.00
Ep:1 step:1300(1388), a_t=[s=-0.96, t= 0.357132, b= 0.000000], r_t=[r=-0.00, prog= 0.00, pen=-0.00, r_old=-0.00], Reward= -791.82 / -729.59 /  2891.28, epsilon=  0.995, speed=  0.00, gear= 1, damage= 2115.00
Ep:1 step:1320(1408), a_t=[s=-0.52, t= 0.655345, b= 0.000000], r_t=[r=-0.02, prog= 0.00, pen=-0.02, r_old=-0.02], Reward= -793.61 / -731.38 /  2891.28, epsilon=  0.995, speed=  0.01, gear= 1, damage= 2115.00
Ep:1 step:1340(1428), a_t=[s=-0.96, t= 0.207645, b= 0.000000], r_t=[r= 0.03, prog=-0.02, pen= 0.05, r_old= 0.03], Reward= -797.13 / -734.89 /  2891.28, epsilon=  0.995, speed= -0.08, gear= 1, damage= 2115.00
Ep:1 step:1360(1448), a_t=[s= 0.20, t= 0.657798, b= 0.000000], r_t=[r=-0.17, prog= 0.02, pen=-0.19, r_old=-0.17], Reward= -800.50 / -738.27 /  2891.28, epsilon=  0.995, speed=  0.07, gear= 1, damage= 2115.00
Ep:1 step:1380(1468), a_t=[s= 0.50, t= 0.581689, b= 0.000000], r_t=[r=-0.05, prog= 0.00, pen=-0.05, r_old=-0.05], Reward= -803.03 / -740.80 /  2891.28, epsilon=  0.995, speed=  0.02, gear= 1, damage= 2115.00
Ep:1 step:1400(1488), a_t=[s=-1.00, t= 0.387545, b= 0.000000], r_t=[r= 0.00, prog=-0.00, pen= 0.01, r_old= 0.00], Reward= -804.57 / -742.34 /  2891.28, epsilon=  0.995, speed= -0.01, gear= 1, damage= 2115.00
Ep:1 step:1420(1508), a_t=[s= 0.29, t= 0.473394, b= 0.000000], r_t=[r=-0.08, prog= 0.01, pen=-0.09, r_old=-0.08], Reward= -807.71 / -745.48 /  2891.28, epsilon=  0.995, speed=  0.03, gear= 1, damage= 2115.00
Ep:1 step:1440(1528), a_t=[s= 0.73, t= 0.689142, b= 0.000000], r_t=[r= 0.01, prog=-0.01, pen= 0.02, r_old= 0.01], Reward= -811.95 / -749.72 /  2891.28, epsilon=  0.995, speed= -0.03, gear= 1, damage= 2115.00
Ep:1 step:1460(1548), a_t=[s=-0.91, t= 0.557266, b= 0.000000], r_t=[r= 0.04, prog=-0.02, pen= 0.06, r_old= 0.04], Reward= -814.58 / -752.35 /  2891.28, epsilon=  0.995, speed= -0.10, gear= 1, damage= 2115.00
Ep:1 step:1480(1568), a_t=[s=-0.43, t= 0.385392, b= 0.000000], r_t=[r=-0.33, prog= 0.03, pen=-0.36, r_old=-0.33], Reward= -816.00 / -753.76 /  2891.28, epsilon=  0.995, speed=  0.14, gear= 1, damage= 2115.00
Ep:1 step:1500(1588), a_t=[s=-1.00, t= 0.486596, b= 0.000000], r_t=[r=-0.45, prog= 0.04, pen=-0.48, r_old=-0.45], Reward= -819.52 / -757.29 /  2891.28, epsilon=  0.995, speed=  0.19, gear= 1, damage= 2115.00
Ep:1 step:1520(1608), a_t=[s=-0.04, t= 0.510432, b= 0.000000], r_t=[r=-0.11, prog= 0.01, pen=-0.11, r_old=-0.11], Reward= -821.55 / -759.32 /  2891.28, epsilon=  0.995, speed=  0.04, gear= 1, damage= 2115.00
Ep:1 step:1540(1628), a_t=[s= 0.33, t= 0.597937, b= 0.000000], r_t=[r=-0.26, prog= 0.02, pen=-0.28, r_old=-0.26], Reward= -823.62 / -761.38 /  2891.28, epsilon=  0.995, speed=  0.11, gear= 1, damage= 2115.00
Ep:1 step:1560(1648), a_t=[s=-0.37, t= 0.519845, b= 0.000000], r_t=[r= 0.05, prog=-0.02, pen= 0.07, r_old= 0.05], Reward= -826.73 / -764.50 /  2891.28, epsilon=  0.995, speed= -0.12, gear= 1, damage= 2115.00
Ep:1 step:1580(1668), a_t=[s=-1.00, t= 0.441427, b= 0.000000], r_t=[r= 0.09, prog=-0.03, pen= 0.13, r_old= 0.09], Reward= -829.89 / -767.66 /  2891.28, epsilon=  0.994, speed= -0.20, gear= 1, damage= 2115.00
Ep:1 step:1600(1688), a_t=[s=-1.00, t= 0.509919, b= 0.000000], r_t=[r=-0.03, prog= 0.00, pen=-0.04, r_old=-0.03], Reward= -834.16 / -771.92 /  2891.28, epsilon=  0.994, speed=  0.01, gear= 1, damage= 2115.00
Ep:1 step:1620(1708), a_t=[s= 0.40, t= 0.467465, b= 0.000000], r_t=[r= 0.01, prog=-0.00, pen= 0.01, r_old= 0.01], Reward= -836.53 / -774.30 /  2891.28, epsilon=  0.994, speed= -0.02, gear= 1, damage= 2115.00
Ep:1 step:1640(1728), a_t=[s= 0.62, t= 0.682032, b= 0.000000], r_t=[r= 0.01, prog=-0.00, pen= 0.01, r_old= 0.01], Reward= -841.55 / -779.32 /  2891.28, epsilon=  0.994, speed= -0.02, gear= 1, damage= 2115.00
Ep:1 step:1660(1748), a_t=[s=-0.29, t= 0.467767, b= 0.000000], r_t=[r= 0.00, prog=-0.00, pen= 0.00, r_old= 0.00], Reward= -845.58 / -783.34 /  2891.28, epsilon=  0.994, speed= -0.00, gear= 1, damage= 2115.00
Ep:1 step:1680(1768), a_t=[s=-1.00, t= 0.484661, b= 0.000000], r_t=[r=-0.02, prog= 0.00, pen=-0.02, r_old=-0.02], Reward= -847.64 / -785.41 /  2891.28, epsilon=  0.994, speed=  0.01, gear= 1, damage= 2115.00
Ep:1 step:1700(1788), a_t=[s=-0.66, t= 0.330011, b= 0.000000], r_t=[r=-0.17, prog= 0.00, pen=-0.17, r_old=-0.17], Reward= -849.47 / -787.24 /  2891.28, epsilon=  0.994, speed=  0.06, gear= 1, damage= 2115.00
META = 1 ... Running backwards
=============================================================
 starting episode: 2/2000
Client connected on 3105..............
Ep:2 step:0(1793), a_t=[s= 0.11, t= 0.524115, b= 0.000000], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  2891.28, epsilon=  0.994, speed=  0.05, gear= 1, damage= 0.00
Ep:2 step:20(1813), a_t=[s= 1.00, t= 0.542361, b= 0.000000], r_t=[r= 65.57, prog= 120.99, pen=-55.43, r_old= 65.57], Reward=  841.29 /  841.29 /  2891.28, epsilon=  0.994, speed=  43.44, gear= 1, damage= 0.00
Ep:2 step:40(1833), a_t=[s=-0.14, t= 0.547180, b= 0.028636], r_t=[r=-0.07, prog= 0.19, pen=-0.26, r_old=-0.07], Reward=  371.99 /  386.94 /  2891.28, epsilon=  0.994, speed=  0.10, gear= 1, damage= 533.00
Ep:2 step:60(1853), a_t=[s=-0.69, t= 0.538132, b= 0.000000], r_t=[r=-0.21, prog= 0.76, pen=-0.96, r_old=-0.21], Reward=  368.97 /  383.92 /  2891.28, epsilon=  0.994, speed=  0.36, gear= 1, damage= 533.00
Ep:2 step:80(1873), a_t=[s= 0.64, t= 0.537123, b= 0.000000], r_t=[r=-0.13, prog= 0.63, pen=-0.76, r_old=-0.13], Reward=  366.24 /  381.20 /  2891.28, epsilon=  0.994, speed=  0.29, gear= 1, damage= 533.00
Ep:2 step:100(1893), a_t=[s=-0.99, t= 0.705851, b= 0.000000], r_t=[r=-0.11, prog= 0.74, pen=-0.85, r_old=-0.11], Reward=  363.97 /  378.92 /  2891.28, epsilon=  0.994, speed=  0.33, gear= 1, damage= 533.00
Ep:2 step:120(1913), a_t=[s= 0.68, t= 0.562507, b= 0.000000], r_t=[r=-0.09, prog= 1.06, pen=-1.15, r_old=-0.09], Reward=  362.11 /  377.06 /  2891.28, epsilon=  0.994, speed=  0.45, gear= 1, damage= 533.00
Ep:2 step:140(1933), a_t=[s=-1.00, t= 0.536548, b= 0.000000], r_t=[r=-0.02, prog= 0.60, pen=-0.62, r_old=-0.02], Reward=  360.88 /  375.84 /  2891.28, epsilon=  0.994, speed=  0.24, gear= 1, damage= 533.00
Ep:2 step:160(1953), a_t=[s= 1.00, t= 0.512102, b= 0.000000], r_t=[r=-0.01, prog= 2.01, pen=-2.02, r_old=-0.01], Reward=  360.35 /  375.30 /  2891.28, epsilon=  0.993, speed=  0.81, gear= 1, damage= 533.00
Ep:2 step:180(1973), a_t=[s=-1.00, t= 0.561578, b= 0.000000], r_t=[r= 0.03, prog= 1.04, pen=-1.01, r_old= 0.03], Reward=  360.66 /  375.61 /  2891.28, epsilon=  0.993, speed=  0.41, gear= 1, damage= 533.00
Ep:2 step:200(1993), a_t=[s= 0.28, t= 0.505726, b= 0.000000], r_t=[r= 0.13, prog= 2.27, pen=-2.14, r_old= 0.13], Reward=  361.79 /  376.74 /  2891.28, epsilon=  0.993, speed=  0.87, gear= 1, damage= 533.00
Ep:2 step:220(2013), a_t=[s=-0.10, t= 0.622307, b= 0.000000], r_t=[r= 0.24, prog= 2.79, pen=-2.55, r_old= 0.24], Reward=  364.27 /  379.23 /  2891.28, epsilon=  0.993, speed=  1.05, gear= 1, damage= 533.00
