=============================================================
 starting episode: 1000/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1000 step:0(565362), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward= -0.00 / -0.00 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1000 step:220(565582), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.37, prog= 0.38, pen=-0.01, r_old= 0.37], Reward=  3.91 /  3.91 /  4879.33, epsilon=  0.100, speed=  0.13, gear= 1, damage= 0.00
Ep:1000 step:240(565602), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.17, prog=-0.17, pen=-0.00, r_old=-0.17], Reward=  3.57 /  3.57 /  4879.33, epsilon=  0.100, speed= -0.06, gear= 1, damage= 0.00
Ep:1000 step:260(565622), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.30, prog=-0.29, pen=-0.00, r_old=-0.30], Reward=  6.03 /  6.03 /  4879.33, epsilon=  0.100, speed= -0.10, gear= 1, damage= 0.00
Ep:1000 step:280(565642), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward=  7.50 /  7.50 /  4879.33, epsilon=  0.100, speed=  0.00, gear= 1, damage= 0.00
Ep:1000 step:300(565662), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.12, prog= 0.12, pen=-0.00, r_old= 0.12], Reward=  8.55 /  8.55 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
Ep:1000 step:320(565682), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.16, prog=-0.16, pen=-0.00, r_old=-0.16], Reward=  10.16 /  10.16 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1000 step:340(565702), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.28, prog=-0.27, pen=-0.00, r_old=-0.28], Reward=  9.83 /  9.83 /  4879.33, epsilon=  0.100, speed= -0.09, gear= 1, damage= 0.00
Ep:1000 step:360(565722), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.05, prog= 0.06, pen=-0.00, r_old= 0.05], Reward=  10.22 /  10.22 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1000 step:380(565742), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.08, prog= 0.08, pen=-0.00, r_old= 0.08], Reward=  10.69 /  10.69 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1000 step:400(565762), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.02, prog=-0.02, pen=-0.00, r_old=-0.02], Reward=  11.29 /  11.29 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1000 step:420(565782), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward=  10.97 /  10.97 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1000 step:440(565802), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.09, prog= 0.09, pen=-0.00, r_old= 0.09], Reward=  10.91 /  10.91 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1000 step:460(565822), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.28, prog=-0.28, pen=-0.00, r_old=-0.28], Reward=  11.33 /  11.33 /  4879.33, epsilon=  0.100, speed= -0.09, gear= 1, damage= 0.00
Ep:1000 step:480(565842), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.08, prog= 0.08, pen=-0.00, r_old= 0.08], Reward=  12.23 /  12.23 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1000 step:500(565862), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.12, prog=-0.12, pen=-0.00, r_old=-0.12], Reward=  12.64 /  12.64 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1000 step:520(565882), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.10, prog= 0.10, pen=-0.01, r_old= 0.10], Reward=  11.62 /  11.62 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1000 step:540(565902), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.11, prog=-0.11, pen=-0.00, r_old=-0.11], Reward=  11.47 /  11.47 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1000 step:560(565922), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.23, prog=-0.23, pen=-0.00, r_old=-0.23], Reward=  12.83 /  12.83 /  4879.33, epsilon=  0.100, speed= -0.08, gear= 1, damage= 0.00
Ep:1000 step:580(565942), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.11, prog=-0.11, pen=-0.00, r_old=-0.11], Reward=  13.60 /  13.60 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1000 step:600(565962), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.06, prog=-0.06, pen=-0.00, r_old=-0.06], Reward=  13.52 /  13.52 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1000 step:620(565982), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.37, prog=-0.37, pen=-0.00, r_old=-0.37], Reward=  13.90 /  13.90 /  4879.33, epsilon=  0.100, speed= -0.12, gear= 1, damage= 0.00
Ep:1000 step:640(566002), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.03, prog=-0.03, pen=-0.00, r_old=-0.03], Reward=  14.84 /  14.84 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1000 step:660(566022), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  17.08 /  17.08 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1000 step:680(566042), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.24, prog= 0.26, pen=-0.02, r_old= 0.24], Reward=  18.90 /  18.90 /  4879.33, epsilon=  0.100, speed=  0.09, gear= 1, damage= 0.00
Ep:1000 step:700(566062), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.13, prog=-0.13, pen= 0.00, r_old=-0.13], Reward=  20.26 /  20.26 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1000 step:720(566082), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.03, prog=-0.03, pen= 0.00, r_old=-0.03], Reward=  18.92 /  18.92 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1000 step:740(566102), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.10, prog= 0.10, pen=-0.01, r_old= 0.10], Reward=  16.33 /  16.33 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1000 step:760(566122), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.04, prog= 0.05, pen=-0.00, r_old= 0.04], Reward=  14.14 /  14.14 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1000 step:780(566142), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.16, prog=-0.16, pen= 0.00, r_old=-0.16], Reward=  13.22 /  13.22 /  4879.33, epsilon=  0.100, speed= -0.06, gear= 1, damage= 0.00
Ep:1000 step:800(566162), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.12, prog=-0.12, pen= 0.00, r_old=-0.12], Reward=  12.21 /  12.21 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1000 step:820(566182), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.15, prog= 0.16, pen=-0.01, r_old= 0.15], Reward=  11.91 /  11.91 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1000 step:840(566202), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward=  13.59 /  13.59 /  4879.33, epsilon=  0.100, speed=  0.00, gear= 1, damage= 0.00
Ep:1000 step:860(566222), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.09, prog= 0.10, pen=-0.01, r_old= 0.09], Reward=  12.07 /  12.07 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1000 step:880(566242), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward=  13.19 /  13.19 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1000 step:900(566262), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.05, prog=-0.05, pen= 0.00, r_old=-0.05], Reward=  13.25 /  13.25 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1000 step:920(566282), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.23, prog= 0.25, pen=-0.02, r_old= 0.23], Reward=  13.59 /  13.59 /  4879.33, epsilon=  0.100, speed=  0.08, gear= 1, damage= 0.00
Ep:1000 step:940(566302), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.31, prog=-0.31, pen= 0.00, r_old=-0.31], Reward=  13.60 /  13.60 /  4879.33, epsilon=  0.100, speed= -0.11, gear= 1, damage= 0.00
Ep:1000 step:960(566322), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward=  13.04 /  13.04 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1000 step:980(566342), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.06, prog= 0.07, pen=-0.01, r_old= 0.06], Reward=  12.84 /  12.84 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1000 step:1000(566362), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.30, prog= 0.33, pen=-0.03, r_old= 0.30], Reward=  13.24 /  13.24 /  4879.33, epsilon=  0.100, speed=  0.11, gear= 1, damage= 0.00
Ep:1000 step:1020(566382), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.35, prog=-0.35, pen= 0.00, r_old=-0.35], Reward=  12.23 /  12.23 /  4879.33, epsilon=  0.100, speed= -0.12, gear= 1, damage= 0.00
Ep:1000 step:1040(566402), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.41, prog=-0.41, pen= 0.00, r_old=-0.41], Reward=  10.86 /  10.86 /  4879.33, epsilon=  0.100, speed= -0.14, gear= 1, damage= 0.00
Ep:1000 step:1060(566422), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.17, prog= 0.19, pen=-0.02, r_old= 0.17], Reward=  10.47 /  10.47 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1000 step:1080(566442), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.06, prog=-0.06, pen= 0.00, r_old=-0.06], Reward=  9.77 /  9.77 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1000 step:1100(566462), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.07, prog=-0.07, pen= 0.00, r_old=-0.07], Reward=  8.13 /  8.13 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1000 step:1120(566482), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.19, prog= 0.21, pen=-0.02, r_old= 0.19], Reward=  7.80 /  7.80 /  4879.33, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1000 step:1140(566502), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward=  6.85 /  6.85 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1000 step:1160(566522), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.04, prog=-0.04, pen= 0.00, r_old=-0.04], Reward=  7.59 /  7.59 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1000 step:1180(566542), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.32, prog=-0.32, pen=-0.00, r_old=-0.32], Reward=  5.76 /  5.76 /  4879.33, epsilon=  0.100, speed= -0.11, gear= 1, damage= 0.00
Ep:1000 step:1200(566562), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward=  5.93 /  5.93 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1000 step:1220(566582), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.15, prog=-0.15, pen=-0.00, r_old=-0.15], Reward=  4.78 /  4.78 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1000 step:1240(566602), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward=  3.04 /  3.04 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1000 step:1260(566622), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.32, prog=-0.32, pen=-0.00, r_old=-0.32], Reward=  1.81 /  1.81 /  4879.33, epsilon=  0.100, speed= -0.11, gear= 1, damage= 0.00
Ep:1000 step:1280(566642), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.06, prog=-0.06, pen=-0.00, r_old=-0.06], Reward=  1.23 /  1.23 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1000 step:1300(566662), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.20, prog=-0.20, pen=-0.00, r_old=-0.20], Reward= -0.27 / -0.27 /  4879.33, epsilon=  0.100, speed= -0.07, gear= 1, damage= 0.00
Ep:1000 step:1320(566682), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward= -1.64 / -1.64 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1000 step:1340(566702), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.24, prog=-0.24, pen=-0.00, r_old=-0.24], Reward= -2.93 / -2.93 /  4879.33, epsilon=  0.100, speed= -0.08, gear= 1, damage= 0.00
Ep:1000 step:1360(566722), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.28, prog=-0.28, pen=-0.00, r_old=-0.28], Reward= -2.05 / -2.05 /  4879.33, epsilon=  0.100, speed= -0.10, gear= 1, damage= 0.00
Ep:1000 step:1380(566742), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.39, prog= 0.45, pen=-0.06, r_old= 0.39], Reward= -0.62 / -0.62 /  4879.33, epsilon=  0.100, speed=  0.15, gear= 1, damage= 0.00
Ep:1000 step:1400(566762), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.13, prog=-0.13, pen=-0.00, r_old=-0.13], Reward=  0.24 /  0.24 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1000 step:1420(566782), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen=-0.00, r_old=-0.00], Reward= -1.07 / -1.07 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1000 step:1440(566802), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.15, prog=-0.15, pen=-0.00, r_old=-0.15], Reward= -0.02 / -0.02 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1000 step:1460(566822), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward=  0.57 /  0.57 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1000 step:1480(566842), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.07, prog=-0.07, pen= 0.00, r_old=-0.07], Reward= -1.57 / -1.57 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1000 step:1500(566862), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.20, prog= 0.24, pen=-0.03, r_old= 0.20], Reward= -2.61 / -2.61 /  4879.33, epsilon=  0.100, speed=  0.08, gear= 1, damage= 0.00
Ep:1000 step:1520(566882), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.12, prog=-0.12, pen= 0.00, r_old=-0.12], Reward= -1.80 / -1.80 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1000 step:1540(566902), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.35, prog=-0.36, pen= 0.00, r_old=-0.35], Reward= -3.45 / -3.45 /  4879.33, epsilon=  0.100, speed= -0.12, gear= 1, damage= 0.00
Ep:1000 step:1560(566922), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.01, prog=-0.01, pen= 0.00, r_old=-0.01], Reward= -3.80 / -3.80 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1000 step:1580(566942), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.02, prog= 0.02, pen=-0.00, r_old= 0.02], Reward= -3.20 / -3.20 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1000 step:1600(566962), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.17, prog=-0.17, pen= 0.00, r_old=-0.17], Reward= -0.93 / -0.93 /  4879.33, epsilon=  0.100, speed= -0.06, gear= 1, damage= 0.00
Ep:1000 step:1620(566982), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward= -2.93 / -2.93 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1000 step:1640(567002), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.14, prog= 0.17, pen=-0.03, r_old= 0.14], Reward= -2.64 / -2.64 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1000 step:1660(567022), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.33, prog=-0.33, pen= 0.00, r_old=-0.33], Reward= -2.86 / -2.86 /  4879.33, epsilon=  0.100, speed= -0.11, gear= 1, damage= 0.00
Ep:1000 step:1680(567042), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.03, prog= 0.03, pen=-0.00, r_old= 0.03], Reward= -6.45 / -6.45 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1000 step:1700(567062), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.24, prog= 0.29, pen=-0.05, r_old= 0.24], Reward= -6.05 / -6.05 /  4879.33, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1000 step:1720(567082), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.04, prog= 0.05, pen=-0.01, r_old= 0.04], Reward= -4.74 / -4.74 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1000 step:1740(567102), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.14, prog=-0.14, pen= 0.00, r_old=-0.14], Reward= -4.55 / -4.55 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1000 step:1760(567122), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.40, prog=-0.41, pen= 0.00, r_old=-0.40], Reward= -7.51 / -7.51 /  4879.33, epsilon=  0.100, speed= -0.14, gear= 1, damage= 0.00
Ep:1000 step:1780(567142), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.08, prog=-0.08, pen= 0.00, r_old=-0.08], Reward= -9.03 / -9.03 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1000 step:1800(567162), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.17, prog= 0.20, pen=-0.03, r_old= 0.17], Reward= -10.77 / -10.77 /  4879.33, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1000 step:1820(567182), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.31, prog=-0.32, pen= 0.00, r_old=-0.31], Reward= -12.56 / -12.56 /  4879.33, epsilon=  0.100, speed= -0.11, gear= 1, damage= 0.00
Ep:1000 step:1840(567202), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.08, prog=-0.08, pen= 0.00, r_old=-0.08], Reward= -15.45 / -15.45 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1000 step:1860(567222), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.21, prog= 0.26, pen=-0.04, r_old= 0.21], Reward= -16.85 / -16.85 /  4879.33, epsilon=  0.100, speed=  0.09, gear= 1, damage= 0.00
Ep:1000 step:1880(567242), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.21, prog=-0.22, pen= 0.00, r_old=-0.21], Reward= -19.36 / -19.36 /  4879.33, epsilon=  0.100, speed= -0.07, gear= 1, damage= 0.00
Ep:1000 step:1900(567262), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.13, prog= 0.16, pen=-0.03, r_old= 0.13], Reward= -19.64 / -19.64 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1000 step:1920(567282), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.07, prog=-0.07, pen= 0.00, r_old=-0.07], Reward= -18.98 / -18.98 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1000 step:1940(567302), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.18, prog= 0.22, pen=-0.04, r_old= 0.18], Reward= -17.55 / -17.55 /  4879.33, epsilon=  0.100, speed=  0.08, gear= 1, damage= 0.00
Ep:1000 step:1960(567322), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.19, prog=-0.19, pen= 0.00, r_old=-0.19], Reward= -18.75 / -18.75 /  4879.33, epsilon=  0.100, speed= -0.06, gear= 1, damage= 0.00
Ep:1000 step:1980(567342), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.28, prog=-0.29, pen= 0.00, r_old=-0.28], Reward= -21.07 / -21.07 /  4879.33, epsilon=  0.100, speed= -0.10, gear= 1, damage= 0.00
=============================================================
 starting episode: 1001/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1001 step:0(567362), a_t=[s=-0.96, t= 0.036833, b= 0.880731], r_t=[r= 0.18, prog= 0.18, pen=-0.00, r_old= 0.18], Reward=  0.18 /  0.18 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1001 step:20(567382), a_t=[s=-0.95, t= 0.064927, b= 0.887260], r_t=[r= 0.11, prog= 0.11, pen=-0.00, r_old= 0.11], Reward=  0.26 /  0.26 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
