=============================================================
 starting episode: 100/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:100 step:0(101633), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward= -0.00 / -0.00 /  4879.33, epsilon=  0.688, speed= -0.00, gear= 1, damage= 0.00
Ep:100 step:260(101893), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.30, prog=-0.29, pen=-0.00, r_old=-0.30], Reward=  6.03 /  6.03 /  4879.33, epsilon=  0.688, speed= -0.10, gear= 1, damage= 0.00
Ep:100 step:280(101913), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward=  7.50 /  7.50 /  4879.33, epsilon=  0.688, speed=  0.00, gear= 1, damage= 0.00
Ep:100 step:300(101933), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.12, prog= 0.12, pen=-0.00, r_old= 0.12], Reward=  8.55 /  8.55 /  4879.33, epsilon=  0.688, speed=  0.04, gear= 1, damage= 0.00
Ep:100 step:320(101953), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.16, prog=-0.16, pen=-0.00, r_old=-0.16], Reward=  10.16 /  10.16 /  4879.33, epsilon=  0.688, speed= -0.05, gear= 1, damage= 0.00
Ep:100 step:340(101973), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.28, prog=-0.27, pen=-0.00, r_old=-0.28], Reward=  9.83 /  9.83 /  4879.33, epsilon=  0.688, speed= -0.09, gear= 1, damage= 0.00
Ep:100 step:360(101993), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.05, prog= 0.06, pen=-0.00, r_old= 0.05], Reward=  10.22 /  10.22 /  4879.33, epsilon=  0.688, speed=  0.02, gear= 1, damage= 0.00
Ep:100 step:380(102013), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.08, prog= 0.08, pen=-0.00, r_old= 0.08], Reward=  10.69 /  10.69 /  4879.33, epsilon=  0.688, speed=  0.03, gear= 1, damage= 0.00
Ep:100 step:400(102033), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.02, prog=-0.02, pen=-0.00, r_old=-0.02], Reward=  11.29 /  11.29 /  4879.33, epsilon=  0.688, speed= -0.01, gear= 1, damage= 0.00
Ep:100 step:420(102053), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward=  10.97 /  10.97 /  4879.33, epsilon=  0.688, speed= -0.03, gear= 1, damage= 0.00
Ep:100 step:440(102073), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.09, prog= 0.09, pen=-0.00, r_old= 0.09], Reward=  10.91 /  10.91 /  4879.33, epsilon=  0.688, speed=  0.03, gear= 1, damage= 0.00
Ep:100 step:460(102093), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.28, prog=-0.28, pen=-0.00, r_old=-0.28], Reward=  11.33 /  11.33 /  4879.33, epsilon=  0.688, speed= -0.09, gear= 1, damage= 0.00
Ep:100 step:480(102113), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.08, prog= 0.08, pen=-0.00, r_old= 0.08], Reward=  12.23 /  12.23 /  4879.33, epsilon=  0.688, speed=  0.03, gear= 1, damage= 0.00
Ep:100 step:500(102133), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.12, prog=-0.12, pen=-0.00, r_old=-0.12], Reward=  12.64 /  12.64 /  4879.33, epsilon=  0.688, speed= -0.04, gear= 1, damage= 0.00
Ep:100 step:520(102153), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.10, prog= 0.10, pen=-0.01, r_old= 0.10], Reward=  11.62 /  11.62 /  4879.33, epsilon=  0.688, speed=  0.03, gear= 1, damage= 0.00
Ep:100 step:540(102173), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.11, prog=-0.11, pen=-0.00, r_old=-0.11], Reward=  11.47 /  11.47 /  4879.33, epsilon=  0.688, speed= -0.04, gear= 1, damage= 0.00
Ep:100 step:560(102193), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.23, prog=-0.23, pen=-0.00, r_old=-0.23], Reward=  12.83 /  12.83 /  4879.33, epsilon=  0.688, speed= -0.08, gear= 1, damage= 0.00
Ep:100 step:580(102213), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.11, prog=-0.11, pen=-0.00, r_old=-0.11], Reward=  13.60 /  13.60 /  4879.33, epsilon=  0.688, speed= -0.04, gear= 1, damage= 0.00
Ep:100 step:600(102233), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.06, prog=-0.06, pen=-0.00, r_old=-0.06], Reward=  13.52 /  13.52 /  4879.33, epsilon=  0.688, speed= -0.02, gear= 1, damage= 0.00
Ep:100 step:620(102253), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.37, prog=-0.37, pen=-0.00, r_old=-0.37], Reward=  13.90 /  13.90 /  4879.33, epsilon=  0.688, speed= -0.12, gear= 1, damage= 0.00
Ep:100 step:640(102273), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.03, prog=-0.03, pen=-0.00, r_old=-0.03], Reward=  14.84 /  14.84 /  4879.33, epsilon=  0.688, speed= -0.01, gear= 1, damage= 0.00
Ep:100 step:660(102293), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  17.08 /  17.08 /  4879.33, epsilon=  0.688, speed=  0.02, gear= 1, damage= 0.00
Ep:100 step:680(102313), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.24, prog= 0.26, pen=-0.02, r_old= 0.24], Reward=  18.90 /  18.90 /  4879.33, epsilon=  0.688, speed=  0.09, gear= 1, damage= 0.00
Ep:100 step:700(102333), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.13, prog=-0.13, pen= 0.00, r_old=-0.13], Reward=  20.26 /  20.26 /  4879.33, epsilon=  0.688, speed= -0.05, gear= 1, damage= 0.00
Ep:100 step:720(102353), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.03, prog=-0.03, pen= 0.00, r_old=-0.03], Reward=  18.92 /  18.92 /  4879.33, epsilon=  0.688, speed= -0.01, gear= 1, damage= 0.00
Ep:100 step:740(102373), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.10, prog= 0.10, pen=-0.01, r_old= 0.10], Reward=  16.33 /  16.33 /  4879.33, epsilon=  0.688, speed=  0.03, gear= 1, damage= 0.00
Ep:100 step:760(102393), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.04, prog= 0.05, pen=-0.00, r_old= 0.04], Reward=  14.14 /  14.14 /  4879.33, epsilon=  0.688, speed=  0.02, gear= 1, damage= 0.00
Ep:100 step:780(102413), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.16, prog=-0.16, pen= 0.00, r_old=-0.16], Reward=  13.22 /  13.22 /  4879.33, epsilon=  0.688, speed= -0.06, gear= 1, damage= 0.00
Ep:100 step:800(102433), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.12, prog=-0.12, pen= 0.00, r_old=-0.12], Reward=  12.21 /  12.21 /  4879.33, epsilon=  0.688, speed= -0.04, gear= 1, damage= 0.00
Ep:100 step:820(102453), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.15, prog= 0.16, pen=-0.01, r_old= 0.15], Reward=  11.91 /  11.91 /  4879.33, epsilon=  0.688, speed=  0.05, gear= 1, damage= 0.00
Ep:100 step:840(102473), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward=  13.59 /  13.59 /  4879.33, epsilon=  0.688, speed=  0.00, gear= 1, damage= 0.00
Ep:100 step:860(102493), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.09, prog= 0.10, pen=-0.01, r_old= 0.09], Reward=  12.07 /  12.07 /  4879.33, epsilon=  0.688, speed=  0.03, gear= 1, damage= 0.00
Ep:100 step:880(102513), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward=  13.19 /  13.19 /  4879.33, epsilon=  0.688, speed= -0.01, gear= 1, damage= 0.00
Ep:100 step:900(102533), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.05, prog=-0.05, pen= 0.00, r_old=-0.05], Reward=  13.25 /  13.25 /  4879.33, epsilon=  0.688, speed= -0.02, gear= 1, damage= 0.00
Ep:100 step:920(102553), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.23, prog= 0.25, pen=-0.02, r_old= 0.23], Reward=  13.59 /  13.59 /  4879.33, epsilon=  0.688, speed=  0.08, gear= 1, damage= 0.00
Ep:100 step:940(102573), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.31, prog=-0.31, pen= 0.00, r_old=-0.31], Reward=  13.60 /  13.60 /  4879.33, epsilon=  0.688, speed= -0.11, gear= 1, damage= 0.00
Ep:100 step:960(102593), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward=  13.04 /  13.04 /  4879.33, epsilon=  0.688, speed=  0.03, gear= 1, damage= 0.00
Ep:100 step:980(102613), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.06, prog= 0.07, pen=-0.01, r_old= 0.06], Reward=  12.84 /  12.84 /  4879.33, epsilon=  0.688, speed=  0.02, gear= 1, damage= 0.00
Ep:100 step:1000(102633), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.30, prog= 0.33, pen=-0.03, r_old= 0.30], Reward=  13.24 /  13.24 /  4879.33, epsilon=  0.688, speed=  0.11, gear= 1, damage= 0.00
Ep:100 step:1020(102653), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.35, prog=-0.35, pen= 0.00, r_old=-0.35], Reward=  12.23 /  12.23 /  4879.33, epsilon=  0.688, speed= -0.12, gear= 1, damage= 0.00
Ep:100 step:1040(102673), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.41, prog=-0.41, pen= 0.00, r_old=-0.41], Reward=  10.86 /  10.86 /  4879.33, epsilon=  0.688, speed= -0.14, gear= 1, damage= 0.00
Ep:100 step:1060(102693), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.17, prog= 0.19, pen=-0.02, r_old= 0.17], Reward=  10.47 /  10.47 /  4879.33, epsilon=  0.688, speed=  0.06, gear= 1, damage= 0.00
Ep:100 step:1080(102713), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.06, prog=-0.06, pen= 0.00, r_old=-0.06], Reward=  9.77 /  9.77 /  4879.33, epsilon=  0.688, speed= -0.02, gear= 1, damage= 0.00
Ep:100 step:1100(102733), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.07, prog=-0.07, pen= 0.00, r_old=-0.07], Reward=  8.13 /  8.13 /  4879.33, epsilon=  0.688, speed= -0.02, gear= 1, damage= 0.00
Ep:100 step:1120(102753), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.19, prog= 0.21, pen=-0.02, r_old= 0.19], Reward=  7.80 /  7.80 /  4879.33, epsilon=  0.688, speed=  0.07, gear= 1, damage= 0.00
Ep:100 step:1140(102773), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward=  6.85 /  6.85 /  4879.33, epsilon=  0.688, speed= -0.00, gear= 1, damage= 0.00
Ep:100 step:1160(102793), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.04, prog=-0.04, pen= 0.00, r_old=-0.04], Reward=  7.59 /  7.59 /  4879.33, epsilon=  0.688, speed= -0.01, gear= 1, damage= 0.00
Ep:100 step:1180(102813), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.32, prog=-0.32, pen=-0.00, r_old=-0.32], Reward=  5.76 /  5.76 /  4879.33, epsilon=  0.688, speed= -0.11, gear= 1, damage= 0.00
Ep:100 step:1200(102833), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward=  5.93 /  5.93 /  4879.33, epsilon=  0.688, speed= -0.03, gear= 1, damage= 0.00
Ep:100 step:1220(102853), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.15, prog=-0.15, pen=-0.00, r_old=-0.15], Reward=  4.78 /  4.78 /  4879.33, epsilon=  0.688, speed= -0.05, gear= 1, damage= 0.00
Ep:100 step:1240(102873), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward=  3.04 /  3.04 /  4879.33, epsilon=  0.688, speed=  0.03, gear= 1, damage= 0.00
Ep:100 step:1260(102893), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.32, prog=-0.32, pen=-0.00, r_old=-0.32], Reward=  1.81 /  1.81 /  4879.33, epsilon=  0.688, speed= -0.11, gear= 1, damage= 0.00
Ep:100 step:1280(102913), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.06, prog=-0.06, pen=-0.00, r_old=-0.06], Reward=  1.23 /  1.23 /  4879.33, epsilon=  0.688, speed= -0.02, gear= 1, damage= 0.00
Ep:100 step:1300(102933), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.20, prog=-0.20, pen=-0.00, r_old=-0.20], Reward= -0.27 / -0.27 /  4879.33, epsilon=  0.688, speed= -0.07, gear= 1, damage= 0.00
Ep:100 step:1320(102953), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward= -1.64 / -1.64 /  4879.33, epsilon=  0.688, speed=  0.02, gear= 1, damage= 0.00
Ep:100 step:1340(102973), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.24, prog=-0.24, pen=-0.00, r_old=-0.24], Reward= -2.93 / -2.93 /  4879.33, epsilon=  0.688, speed= -0.08, gear= 1, damage= 0.00
Ep:100 step:1360(102993), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.28, prog=-0.28, pen=-0.00, r_old=-0.28], Reward= -2.05 / -2.05 /  4879.33, epsilon=  0.688, speed= -0.10, gear= 1, damage= 0.00
Ep:100 step:1380(103013), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.39, prog= 0.45, pen=-0.06, r_old= 0.39], Reward= -0.62 / -0.62 /  4879.33, epsilon=  0.688, speed=  0.15, gear= 1, damage= 0.00
Ep:100 step:1400(103033), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.13, prog=-0.13, pen=-0.00, r_old=-0.13], Reward=  0.24 /  0.24 /  4879.33, epsilon=  0.688, speed= -0.04, gear= 1, damage= 0.00
Ep:100 step:1420(103053), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen=-0.00, r_old=-0.00], Reward= -1.07 / -1.07 /  4879.33, epsilon=  0.688, speed= -0.00, gear= 1, damage= 0.00
Ep:100 step:1440(103073), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.15, prog=-0.15, pen=-0.00, r_old=-0.15], Reward= -0.02 / -0.02 /  4879.33, epsilon=  0.688, speed= -0.05, gear= 1, damage= 0.00
Ep:100 step:1460(103093), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward=  0.57 /  0.57 /  4879.33, epsilon=  0.688, speed=  0.02, gear= 1, damage= 0.00
Ep:100 step:1480(103113), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.07, prog=-0.07, pen= 0.00, r_old=-0.07], Reward= -1.57 / -1.57 /  4879.33, epsilon=  0.688, speed= -0.03, gear= 1, damage= 0.00
Ep:100 step:1500(103133), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.20, prog= 0.24, pen=-0.03, r_old= 0.20], Reward= -2.61 / -2.61 /  4879.33, epsilon=  0.688, speed=  0.08, gear= 1, damage= 0.00
Ep:100 step:1520(103153), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.12, prog=-0.12, pen= 0.00, r_old=-0.12], Reward= -1.80 / -1.80 /  4879.33, epsilon=  0.688, speed= -0.04, gear= 1, damage= 0.00
Ep:100 step:1540(103173), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.35, prog=-0.36, pen= 0.00, r_old=-0.35], Reward= -3.45 / -3.45 /  4879.33, epsilon=  0.688, speed= -0.12, gear= 1, damage= 0.00
Ep:100 step:1560(103193), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.01, prog=-0.01, pen= 0.00, r_old=-0.01], Reward= -3.80 / -3.80 /  4879.33, epsilon=  0.688, speed= -0.00, gear= 1, damage= 0.00
Ep:100 step:1580(103213), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.02, prog= 0.02, pen=-0.00, r_old= 0.02], Reward= -3.20 / -3.20 /  4879.33, epsilon=  0.688, speed=  0.01, gear= 1, damage= 0.00
Ep:100 step:1600(103233), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.17, prog=-0.17, pen= 0.00, r_old=-0.17], Reward= -0.93 / -0.93 /  4879.33, epsilon=  0.688, speed= -0.06, gear= 1, damage= 0.00
Ep:100 step:1620(103253), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward= -2.93 / -2.93 /  4879.33, epsilon=  0.688, speed=  0.03, gear= 1, damage= 0.00
Ep:100 step:1640(103273), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.14, prog= 0.17, pen=-0.03, r_old= 0.14], Reward= -2.64 / -2.64 /  4879.33, epsilon=  0.688, speed=  0.06, gear= 1, damage= 0.00
Ep:100 step:1660(103293), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.33, prog=-0.33, pen= 0.00, r_old=-0.33], Reward= -2.86 / -2.86 /  4879.33, epsilon=  0.688, speed= -0.11, gear= 1, damage= 0.00
Ep:100 step:1680(103313), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.03, prog= 0.03, pen=-0.00, r_old= 0.03], Reward= -6.45 / -6.45 /  4879.33, epsilon=  0.688, speed=  0.01, gear= 1, damage= 0.00
Ep:100 step:1700(103333), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.24, prog= 0.29, pen=-0.05, r_old= 0.24], Reward= -6.05 / -6.05 /  4879.33, epsilon=  0.688, speed=  0.10, gear= 1, damage= 0.00
Ep:100 step:1720(103353), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.04, prog= 0.05, pen=-0.01, r_old= 0.04], Reward= -4.74 / -4.74 /  4879.33, epsilon=  0.688, speed=  0.02, gear= 1, damage= 0.00
Ep:100 step:1740(103373), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.14, prog=-0.14, pen= 0.00, r_old=-0.14], Reward= -4.55 / -4.55 /  4879.33, epsilon=  0.688, speed= -0.05, gear= 1, damage= 0.00
Ep:100 step:1760(103393), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.40, prog=-0.41, pen= 0.00, r_old=-0.40], Reward= -7.51 / -7.51 /  4879.33, epsilon=  0.688, speed= -0.14, gear= 1, damage= 0.00
Ep:100 step:1780(103413), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.08, prog=-0.08, pen= 0.00, r_old=-0.08], Reward= -9.03 / -9.03 /  4879.33, epsilon=  0.688, speed= -0.03, gear= 1, damage= 0.00
Ep:100 step:1800(103433), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.17, prog= 0.20, pen=-0.03, r_old= 0.17], Reward= -10.77 / -10.77 /  4879.33, epsilon=  0.688, speed=  0.07, gear= 1, damage= 0.00
Ep:100 step:1820(103453), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.31, prog=-0.32, pen= 0.00, r_old=-0.31], Reward= -12.56 / -12.56 /  4879.33, epsilon=  0.688, speed= -0.11, gear= 1, damage= 0.00
Ep:100 step:1840(103473), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.08, prog=-0.08, pen= 0.00, r_old=-0.08], Reward= -15.45 / -15.45 /  4879.33, epsilon=  0.688, speed= -0.03, gear= 1, damage= 0.00
Ep:100 step:1860(103493), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.21, prog= 0.26, pen=-0.04, r_old= 0.21], Reward= -16.85 / -16.85 /  4879.33, epsilon=  0.688, speed=  0.09, gear= 1, damage= 0.00
Ep:100 step:1880(103513), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.21, prog=-0.22, pen= 0.00, r_old=-0.21], Reward= -19.36 / -19.36 /  4879.33, epsilon=  0.688, speed= -0.07, gear= 1, damage= 0.00
Ep:100 step:1900(103533), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.13, prog= 0.16, pen=-0.03, r_old= 0.13], Reward= -19.64 / -19.64 /  4879.33, epsilon=  0.688, speed=  0.05, gear= 1, damage= 0.00
Ep:100 step:1920(103553), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.07, prog=-0.07, pen= 0.00, r_old=-0.07], Reward= -18.98 / -18.98 /  4879.33, epsilon=  0.688, speed= -0.02, gear= 1, damage= 0.00
Ep:100 step:1940(103573), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.18, prog= 0.22, pen=-0.04, r_old= 0.18], Reward= -17.55 / -17.55 /  4879.33, epsilon=  0.688, speed=  0.08, gear= 1, damage= 0.00
Ep:100 step:1960(103593), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.19, prog=-0.19, pen= 0.00, r_old=-0.19], Reward= -18.75 / -18.75 /  4879.33, epsilon=  0.688, speed= -0.06, gear= 1, damage= 0.00
Ep:100 step:1980(103613), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.28, prog=-0.29, pen= 0.00, r_old=-0.28], Reward= -21.07 / -21.07 /  4879.33, epsilon=  0.688, speed= -0.10, gear= 1, damage= 0.00
=============================================================
 starting episode: 101/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:101 step:0(103633), a_t=[s=-0.40, t= 0.271530, b= 0.246688], r_t=[r= 0.23, prog= 0.23, pen=-0.00, r_old= 0.23], Reward=  0.23 /  0.23 /  4879.33, epsilon=  0.688, speed=  0.08, gear= 1, damage= 0.00
Ep:101 step:20(103653), a_t=[s=-0.74, t= 0.337546, b= 0.272224], r_t=[r= 1.21, prog= 1.23, pen=-0.02, r_old= 1.21], Reward=  34.89 /  34.89 /  4879.33, epsilon=  0.688, speed=  0.41, gear= 1, damage= 0.00
Ep:101 step:40(103673), a_t=[s=-1.00, t= 0.352603, b= 0.267612], r_t=[r= 0.66, prog= 0.69, pen=-0.02, r_old= 0.66], Reward=  67.14 /  67.14 /  4879.33, epsilon=  0.688, speed=  0.23, gear= 1, damage= 0.00
