=============================================================
 starting episode: 1500/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:1500 step:0(741630), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1500 step:220(741850), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.95, prog=-1.01, pen= 0.06, r_old=-0.95], Reward= -62.29 / -62.29 /  4879.33, epsilon=  0.100, speed= -0.34, gear= 1, damage= 0.00
Ep:1500 step:240(741870), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.47, prog=-0.50, pen= 0.03, r_old=-0.47], Reward= -77.95 / -77.95 /  4879.33, epsilon=  0.100, speed= -0.17, gear= 1, damage= 0.00
Ep:1500 step:260(741890), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.46, prog=-1.57, pen= 0.11, r_old=-1.46], Reward= -96.20 / -96.20 /  4879.33, epsilon=  0.100, speed= -0.52, gear= 1, damage= 0.00
Ep:1500 step:280(741910), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.69, prog=-1.83, pen= 0.14, r_old=-1.69], Reward= -127.86 / -127.86 /  4879.33, epsilon=  0.100, speed= -0.61, gear= 1, damage= 0.00
Ep:1500 step:300(741930), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.89, prog=-2.06, pen= 0.17, r_old=-1.89], Reward= -162.34 / -162.34 /  4879.33, epsilon=  0.100, speed= -0.69, gear= 1, damage= 0.00
Ep:1500 step:320(741950), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.89, prog=-2.08, pen= 0.19, r_old=-1.89], Reward= -201.75 / -201.75 /  4879.33, epsilon=  0.100, speed= -0.70, gear= 1, damage= 0.00
Ep:1500 step:340(741970), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.54, prog=-1.72, pen= 0.17, r_old=-1.54], Reward= -238.43 / -238.43 /  4879.33, epsilon=  0.100, speed= -0.57, gear= 1, damage= 0.00
Ep:1500 step:360(741990), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.74, prog=-0.83, pen= 0.09, r_old=-0.74], Reward= -263.59 / -263.59 /  4879.33, epsilon=  0.100, speed= -0.28, gear= 1, damage= 0.00
Ep:1500 step:380(742010), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.38, prog=-0.43, pen= 0.05, r_old=-0.38], Reward= -275.20 / -275.20 /  4879.33, epsilon=  0.100, speed= -0.14, gear= 1, damage= 0.00
Ep:1500 step:400(742030), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.92, prog=-1.04, pen= 0.12, r_old=-0.92], Reward= -287.62 / -287.62 /  4879.33, epsilon=  0.100, speed= -0.35, gear= 1, damage= 0.00
Ep:1500 step:420(742050), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.21, prog=-1.36, pen= 0.16, r_old=-1.21], Reward= -306.46 / -306.46 /  4879.33, epsilon=  0.100, speed= -0.46, gear= 1, damage= 0.00
Ep:1500 step:440(742070), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.91, prog=-1.04, pen= 0.13, r_old=-0.91], Reward= -327.63 / -327.63 /  4879.33, epsilon=  0.100, speed= -0.35, gear= 1, damage= 0.00
Ep:1500 step:460(742090), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.17, prog=-1.35, pen= 0.17, r_old=-1.17], Reward= -348.80 / -348.80 /  4879.33, epsilon=  0.100, speed= -0.45, gear= 1, damage= 0.00
Ep:1500 step:480(742110), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.15, prog=-1.33, pen= 0.18, r_old=-1.15], Reward= -374.35 / -374.35 /  4879.33, epsilon=  0.100, speed= -0.44, gear= 1, damage= 0.00
Ep:1500 step:500(742130), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.18, prog=-1.37, pen= 0.19, r_old=-1.18], Reward= -399.93 / -399.93 /  4879.33, epsilon=  0.100, speed= -0.46, gear= 1, damage= 0.00
Ep:1500 step:520(742150), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.20, prog=-1.40, pen= 0.20, r_old=-1.20], Reward= -427.76 / -427.76 /  4879.33, epsilon=  0.100, speed= -0.47, gear= 1, damage= 0.00
Ep:1500 step:540(742170), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.88, prog=-1.04, pen= 0.16, r_old=-0.88], Reward= -451.32 / -451.32 /  4879.33, epsilon=  0.100, speed= -0.35, gear= 1, damage= 0.00
Ep:1500 step:560(742190), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.34, prog=-0.41, pen= 0.06, r_old=-0.34], Reward= -462.07 / -462.07 /  4879.33, epsilon=  0.100, speed= -0.14, gear= 1, damage= 0.00
Ep:1500 step:580(742210), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.09, prog=-1.30, pen= 0.21, r_old=-1.09], Reward= -475.77 / -475.77 /  4879.33, epsilon=  0.100, speed= -0.43, gear= 1, damage= 0.00
Ep:1500 step:600(742230), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.03, prog=-1.24, pen= 0.20, r_old=-1.03], Reward= -492.19 / -492.19 /  4879.33, epsilon=  0.100, speed= -0.41, gear= 1, damage= 0.00
Ep:1500 step:620(742250), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.83, prog=-1.00, pen= 0.17, r_old=-0.83], Reward= -510.38 / -510.38 /  4879.33, epsilon=  0.100, speed= -0.33, gear= 1, damage= 0.00
Ep:1500 step:640(742270), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.99, prog=-1.19, pen= 0.21, r_old=-0.99], Reward= -528.17 / -528.17 /  4879.33, epsilon=  0.100, speed= -0.40, gear= 1, damage= 0.00
Ep:1500 step:660(742290), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.67, prog=-2.03, pen= 0.36, r_old=-1.67], Reward= -555.46 / -555.46 /  4879.33, epsilon=  0.100, speed= -0.68, gear= 1, damage= 0.00
Ep:1500 step:680(742310), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.40, prog=-1.72, pen= 0.32, r_old=-1.40], Reward= -587.38 / -587.38 /  4879.33, epsilon=  0.100, speed= -0.57, gear= 1, damage= 0.00
Ep:1500 step:700(742330), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.45, prog=-1.79, pen= 0.34, r_old=-1.45], Reward= -620.83 / -620.83 /  4879.33, epsilon=  0.100, speed= -0.60, gear= 1, damage= 0.00
Ep:1500 step:720(742350), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.68, prog=-2.09, pen= 0.42, r_old=-1.68], Reward= -654.22 / -654.22 /  4879.33, epsilon=  0.100, speed= -0.70, gear= 1, damage= 0.00
Ep:1500 step:740(742370), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.62, prog=-2.03, pen= 0.42, r_old=-1.62], Reward= -685.87 / -685.87 /  4879.33, epsilon=  0.100, speed= -0.68, gear= 1, damage= 0.00
Ep:1500 step:760(742390), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.19, prog=-1.50, pen= 0.32, r_old=-1.19], Reward= -714.01 / -714.01 /  4879.33, epsilon=  0.100, speed= -0.50, gear= 1, damage= 0.00
Ep:1500 step:780(742410), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.77, prog=-0.97, pen= 0.21, r_old=-0.77], Reward= -733.95 / -733.95 /  4879.33, epsilon=  0.100, speed= -0.32, gear= 1, damage= 0.00
Ep:1500 step:800(742430), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.76, prog=-0.97, pen= 0.21, r_old=-0.76], Reward= -752.53 / -752.53 /  4879.33, epsilon=  0.100, speed= -0.32, gear= 1, damage= 0.00
Ep:1500 step:820(742450), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.85, prog=-1.09, pen= 0.24, r_old=-0.85], Reward= -769.95 / -769.95 /  4879.33, epsilon=  0.100, speed= -0.36, gear= 1, damage= 0.00
Ep:1500 step:840(742470), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.01, prog=-1.30, pen= 0.30, r_old=-1.01], Reward= -786.05 / -786.05 /  4879.33, epsilon=  0.100, speed= -0.43, gear= 1, damage= 0.00
Ep:1500 step:860(742490), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.26, prog=-1.65, pen= 0.38, r_old=-1.26], Reward= -806.67 / -806.67 /  4879.33, epsilon=  0.100, speed= -0.55, gear= 1, damage= 0.00
Ep:1500 step:880(742510), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.38, prog=-1.81, pen= 0.43, r_old=-1.38], Reward= -831.36 / -831.36 /  4879.33, epsilon=  0.100, speed= -0.60, gear= 1, damage= 0.00
Ep:1500 step:900(742530), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.42, prog=-1.89, pen= 0.46, r_old=-1.42], Reward= -856.68 / -856.68 /  4879.33, epsilon=  0.100, speed= -0.63, gear= 1, damage= 0.00
Ep:1500 step:920(742550), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.70, prog=-0.94, pen= 0.24, r_old=-0.70], Reward= -878.53 / -878.53 /  4879.33, epsilon=  0.100, speed= -0.31, gear= 1, damage= 0.00
Ep:1500 step:940(742570), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.95, prog=-1.28, pen= 0.33, r_old=-0.95], Reward= -893.56 / -893.56 /  4879.33, epsilon=  0.100, speed= -0.43, gear= 1, damage= 0.00
Ep:1500 step:960(742590), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.62, prog=-0.83, pen= 0.22, r_old=-0.62], Reward= -905.72 / -905.72 /  4879.33, epsilon=  0.100, speed= -0.28, gear= 1, damage= 0.00
Ep:1500 step:980(742610), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.57, prog=-0.78, pen= 0.20, r_old=-0.57], Reward= -916.59 / -916.59 /  4879.33, epsilon=  0.100, speed= -0.26, gear= 1, damage= 0.00
Ep:1500 step:1000(742630), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.02, prog=-1.40, pen= 0.38, r_old=-1.02], Reward= -931.41 / -931.41 /  4879.33, epsilon=  0.100, speed= -0.47, gear= 1, damage= 0.00
Ep:1500 step:1020(742650), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.31, prog=-1.81, pen= 0.49, r_old=-1.31], Reward= -951.52 / -951.52 /  4879.33, epsilon=  0.100, speed= -0.60, gear= 1, damage= 0.00
Ep:1500 step:1040(742670), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.18, prog=-1.64, pen= 0.46, r_old=-1.18], Reward= -976.73 / -976.73 /  4879.33, epsilon=  0.100, speed= -0.55, gear= 1, damage= 0.00
Ep:1500 step:1060(742690), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.51, prog=-2.11, pen= 0.60, r_old=-1.51], Reward= -1005.57 / -1005.57 /  4879.33, epsilon=  0.100, speed= -0.70, gear= 1, damage= 0.00
Ep:1500 step:1080(742710), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.54, prog=-2.17, pen= 0.63, r_old=-1.54], Reward= -1036.56 / -1036.56 /  4879.33, epsilon=  0.100, speed= -0.72, gear= 1, damage= 0.00
Ep:1500 step:1100(742730), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.14, prog=-1.61, pen= 0.47, r_old=-1.14], Reward= -1064.72 / -1064.72 /  4879.33, epsilon=  0.100, speed= -0.54, gear= 1, damage= 0.00
Ep:1500 step:1120(742750), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.22, prog=-0.31, pen= 0.09, r_old=-0.22], Reward= -1073.13 / -1073.13 /  4879.33, epsilon=  0.100, speed= -0.10, gear= 1, damage= 0.00
Ep:1500 step:1140(742770), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.30, prog=-0.44, pen= 0.13, r_old=-0.30], Reward= -1077.22 / -1077.22 /  4879.33, epsilon=  0.100, speed= -0.15, gear= 1, damage= 0.00
Ep:1500 step:1160(742790), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.09, prog=-0.13, pen= 0.04, r_old=-0.09], Reward= -1081.30 / -1081.30 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1500 step:1180(742810), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.16, prog=-0.23, pen= 0.07, r_old=-0.16], Reward= -1088.47 / -1088.47 /  4879.33, epsilon=  0.100, speed= -0.08, gear= 1, damage= 0.00
Ep:1500 step:1200(742830), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.43, prog=-0.63, pen= 0.20, r_old=-0.43], Reward= -1095.12 / -1095.12 /  4879.33, epsilon=  0.100, speed= -0.21, gear= 1, damage= 0.00
Ep:1500 step:1220(742850), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.71, prog=-1.05, pen= 0.34, r_old=-0.71], Reward= -1108.44 / -1108.44 /  4879.33, epsilon=  0.100, speed= -0.35, gear= 1, damage= 0.00
Ep:1500 step:1240(742870), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.00, prog=-1.49, pen= 0.49, r_old=-1.00], Reward= -1126.57 / -1126.57 /  4879.33, epsilon=  0.100, speed= -0.50, gear= 1, damage= 0.00
Ep:1500 step:1260(742890), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.97, prog=-1.46, pen= 0.49, r_old=-0.97], Reward= -1144.76 / -1144.76 /  4879.33, epsilon=  0.100, speed= -0.49, gear= 1, damage= 0.00
Ep:1500 step:1280(742910), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.12, prog=-1.71, pen= 0.58, r_old=-1.12], Reward= -1165.76 / -1165.76 /  4879.33, epsilon=  0.100, speed= -0.57, gear= 1, damage= 0.00
Ep:1500 step:1300(742930), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.20, prog=-1.83, pen= 0.63, r_old=-1.20], Reward= -1188.73 / -1188.73 /  4879.33, epsilon=  0.100, speed= -0.61, gear= 1, damage= 0.00
Ep:1500 step:1320(742950), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.30, prog=-2.01, pen= 0.71, r_old=-1.30], Reward= -1216.03 / -1216.03 /  4879.33, epsilon=  0.100, speed= -0.67, gear= 1, damage= 0.00
Ep:1500 step:1340(742970), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.19, prog=-1.87, pen= 0.67, r_old=-1.19], Reward= -1242.09 / -1242.09 /  4879.33, epsilon=  0.100, speed= -0.62, gear= 1, damage= 0.00
Ep:1500 step:1360(742990), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.19, prog=-0.31, pen= 0.11, r_old=-0.19], Reward= -1257.08 / -1257.08 /  4879.33, epsilon=  0.100, speed= -0.10, gear= 1, damage= 0.00
Ep:1500 step:1380(743010), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.36, prog=-0.57, pen= 0.21, r_old=-0.36], Reward= -1263.81 / -1263.81 /  4879.33, epsilon=  0.100, speed= -0.19, gear= 1, damage= 0.00
Ep:1500 step:1400(743030), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.68, prog=-1.08, pen= 0.40, r_old=-0.68], Reward= -1271.49 / -1271.49 /  4879.33, epsilon=  0.100, speed= -0.36, gear= 1, damage= 0.00
Ep:1500 step:1420(743050), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.45, prog=-0.72, pen= 0.27, r_old=-0.45], Reward= -1278.67 / -1278.67 /  4879.33, epsilon=  0.100, speed= -0.24, gear= 1, damage= 0.00
Ep:1500 step:1440(743070), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.21, prog=-1.96, pen= 0.75, r_old=-1.21], Reward= -1297.20 / -1297.20 /  4879.33, epsilon=  0.100, speed= -0.65, gear= 1, damage= 0.00
Ep:1500 step:1460(743090), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.22, prog=-2.00, pen= 0.77, r_old=-1.22], Reward= -1319.01 / -1319.01 /  4879.33, epsilon=  0.100, speed= -0.67, gear= 1, damage= 0.00
Ep:1500 step:1480(743110), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.14, prog=-1.89, pen= 0.74, r_old=-1.14], Reward= -1345.33 / -1345.33 /  4879.33, epsilon=  0.100, speed= -0.63, gear= 1, damage= 0.00
Ep:1500 step:1500(743130), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.46, prog=-2.44, pen= 0.99, r_old=-1.46], Reward= -1373.95 / -1373.95 /  4879.33, epsilon=  0.100, speed= -0.81, gear= 1, damage= 0.00
Ep:1500 step:1520(743150), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.91, prog=-1.55, pen= 0.64, r_old=-0.91], Reward= -1397.74 / -1397.74 /  4879.33, epsilon=  0.100, speed= -0.52, gear= 1, damage= 0.00
Ep:1500 step:1540(743170), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.69, prog=-1.18, pen= 0.49, r_old=-0.69], Reward= -1411.08 / -1411.08 /  4879.33, epsilon=  0.100, speed= -0.39, gear= 1, damage= 0.00
Ep:1500 step:1560(743190), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.28, prog=-0.48, pen= 0.20, r_old=-0.28], Reward= -1422.35 / -1422.35 /  4879.33, epsilon=  0.100, speed= -0.16, gear= 1, damage= 0.00
Ep:1500 step:1580(743210), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.73, prog=-1.27, pen= 0.54, r_old=-0.73], Reward= -1431.10 / -1431.10 /  4879.33, epsilon=  0.100, speed= -0.42, gear= 1, damage= 0.00
Ep:1500 step:1600(743230), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.85, prog=-1.50, pen= 0.64, r_old=-0.85], Reward= -1447.54 / -1447.54 /  4879.33, epsilon=  0.100, speed= -0.50, gear= 1, damage= 0.00
Ep:1500 step:1620(743250), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.33, prog=-2.36, pen= 1.03, r_old=-1.33], Reward= -1470.84 / -1470.84 /  4879.33, epsilon=  0.100, speed= -0.79, gear= 1, damage= 0.00
Ep:1500 step:1640(743270), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.37, prog=-2.47, pen= 1.10, r_old=-1.37], Reward= -1499.19 / -1499.19 /  4879.33, epsilon=  0.100, speed= -0.83, gear= 1, damage= 0.00
Ep:1500 step:1660(743290), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.19, prog=-2.19, pen= 1.00, r_old=-1.19], Reward= -1526.11 / -1526.11 /  4879.33, epsilon=  0.100, speed= -0.73, gear= 1, damage= 0.00
Ep:1500 step:1680(743310), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.75, prog=-1.41, pen= 0.65, r_old=-0.75], Reward= -1543.49 / -1543.49 /  4879.33, epsilon=  0.100, speed= -0.47, gear= 1, damage= 0.00
Ep:1500 step:1700(743330), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.41, prog=-0.77, pen= 0.36, r_old=-0.41], Reward= -1552.02 / -1552.02 /  4879.33, epsilon=  0.100, speed= -0.26, gear= 1, damage= 0.00
Ep:1500 step:1720(743350), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.49, prog=-0.92, pen= 0.43, r_old=-0.49], Reward= -1557.91 / -1557.91 /  4879.33, epsilon=  0.100, speed= -0.31, gear= 1, damage= 0.00
Ep:1500 step:1740(743370), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.74, prog=-1.42, pen= 0.68, r_old=-0.74], Reward= -1567.55 / -1567.55 /  4879.33, epsilon=  0.100, speed= -0.47, gear= 1, damage= 0.00
Ep:1500 step:1760(743390), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.09, prog=-2.11, pen= 1.01, r_old=-1.09], Reward= -1585.92 / -1585.92 /  4879.33, epsilon=  0.100, speed= -0.70, gear= 1, damage= 0.00
Ep:1500 step:1780(743410), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.27, prog=-2.49, pen= 1.22, r_old=-1.27], Reward= -1609.76 / -1609.76 /  4879.33, epsilon=  0.100, speed= -0.83, gear= 1, damage= 0.00
Ep:1500 step:1800(743430), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.21, prog=-2.43, pen= 1.22, r_old=-1.21], Reward= -1635.26 / -1635.26 /  4879.33, epsilon=  0.100, speed= -0.81, gear= 1, damage= 0.00
Ep:1500 step:1820(743450), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.85, prog=-1.74, pen= 0.88, r_old=-0.85], Reward= -1655.85 / -1655.85 /  4879.33, epsilon=  0.100, speed= -0.58, gear= 1, damage= 0.00
Ep:1500 step:1840(743470), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.62, prog=-1.28, pen= 0.66, r_old=-0.62], Reward= -1668.36 / -1668.36 /  4879.33, epsilon=  0.100, speed= -0.43, gear= 1, damage= 0.00
Ep:1500 step:1860(743490), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.45, prog=-0.94, pen= 0.49, r_old=-0.45], Reward= -1676.92 / -1676.92 /  4879.33, epsilon=  0.100, speed= -0.31, gear= 1, damage= 0.00
Ep:1500 step:1880(743510), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.45, prog=-0.94, pen= 0.49, r_old=-0.45], Reward= -1684.59 / -1684.59 /  4879.33, epsilon=  0.100, speed= -0.31, gear= 1, damage= 0.00
Ep:1500 step:1900(743530), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.83, prog=-1.75, pen= 0.92, r_old=-0.83], Reward= -1699.59 / -1699.59 /  4879.33, epsilon=  0.100, speed= -0.58, gear= 1, damage= 0.00
Ep:1500 step:1920(743550), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.11, prog=-2.39, pen= 1.28, r_old=-1.11], Reward= -1717.28 / -1717.28 /  4879.33, epsilon=  0.100, speed= -0.80, gear= 1, damage= 0.00
Ep:1500 step:1940(743570), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.22, prog=-2.68, pen= 1.45, r_old=-1.22], Reward= -1739.39 / -1739.39 /  4879.33, epsilon=  0.100, speed= -0.89, gear= 1, damage= 0.00
Ep:1500 step:1960(743590), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.08, prog=-2.40, pen= 1.32, r_old=-1.08], Reward= -1762.14 / -1762.14 /  4879.33, epsilon=  0.100, speed= -0.80, gear= 1, damage= 0.00
Ep:1500 step:1980(743610), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.41, prog=-0.91, pen= 0.50, r_old=-0.41], Reward= -1775.40 / -1775.40 /  4879.33, epsilon=  0.100, speed= -0.30, gear= 1, damage= 0.00
=============================================================
 starting episode: 1501/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1501 step:0(743630), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1501 step:20(743650), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.22, prog= 0.22, pen=-0.00, r_old= 0.22], Reward= -0.47 / -0.47 /  4879.33, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1501 step:40(743670), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.28, prog= 0.29, pen=-0.01, r_old= 0.28], Reward=  4.63 /  4.63 /  4879.33, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1501 step:60(743690), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  5.76 /  5.76 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1501 step:80(743710), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  5.24 /  5.24 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1501 step:100(743730), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.44, prog=-0.46, pen= 0.02, r_old=-0.44], Reward=  3.76 /  3.76 /  4879.33, epsilon=  0.100, speed= -0.15, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1502/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1502 step:0(743732), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1502 step:20(743752), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.22, prog= 0.22, pen=-0.00, r_old= 0.22], Reward= -0.47 / -0.47 /  4879.33, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
