=============================================================
 starting episode: 200/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:200 step:0(208552), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward= -0.00 / -0.00 /  4879.33, epsilon=  0.365, speed= -0.00, gear= 1, damage= 0.00
Ep:200 step:420(208972), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward=  10.97 /  10.97 /  4879.33, epsilon=  0.365, speed= -0.03, gear= 1, damage= 0.00
Ep:200 step:440(208992), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.09, prog= 0.09, pen=-0.00, r_old= 0.09], Reward=  10.91 /  10.91 /  4879.33, epsilon=  0.365, speed=  0.03, gear= 1, damage= 0.00
Ep:200 step:460(209012), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.28, prog=-0.28, pen=-0.00, r_old=-0.28], Reward=  11.33 /  11.33 /  4879.33, epsilon=  0.365, speed= -0.09, gear= 1, damage= 0.00
Ep:200 step:480(209032), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.08, prog= 0.08, pen=-0.00, r_old= 0.08], Reward=  12.23 /  12.23 /  4879.33, epsilon=  0.365, speed=  0.03, gear= 1, damage= 0.00
Ep:200 step:500(209052), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.12, prog=-0.12, pen=-0.00, r_old=-0.12], Reward=  12.64 /  12.64 /  4879.33, epsilon=  0.365, speed= -0.04, gear= 1, damage= 0.00
Ep:200 step:520(209072), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.10, prog= 0.10, pen=-0.01, r_old= 0.10], Reward=  11.62 /  11.62 /  4879.33, epsilon=  0.365, speed=  0.03, gear= 1, damage= 0.00
Ep:200 step:540(209092), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.11, prog=-0.11, pen=-0.00, r_old=-0.11], Reward=  11.47 /  11.47 /  4879.33, epsilon=  0.365, speed= -0.04, gear= 1, damage= 0.00
Ep:200 step:560(209112), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.23, prog=-0.23, pen=-0.00, r_old=-0.23], Reward=  12.83 /  12.83 /  4879.33, epsilon=  0.365, speed= -0.08, gear= 1, damage= 0.00
Ep:200 step:580(209132), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.11, prog=-0.11, pen=-0.00, r_old=-0.11], Reward=  13.60 /  13.60 /  4879.33, epsilon=  0.365, speed= -0.04, gear= 1, damage= 0.00
Ep:200 step:600(209152), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.06, prog=-0.06, pen=-0.00, r_old=-0.06], Reward=  13.52 /  13.52 /  4879.33, epsilon=  0.365, speed= -0.02, gear= 1, damage= 0.00
Ep:200 step:620(209172), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.37, prog=-0.37, pen=-0.00, r_old=-0.37], Reward=  13.90 /  13.90 /  4879.33, epsilon=  0.365, speed= -0.12, gear= 1, damage= 0.00
Ep:200 step:640(209192), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.03, prog=-0.03, pen=-0.00, r_old=-0.03], Reward=  14.84 /  14.84 /  4879.33, epsilon=  0.365, speed= -0.01, gear= 1, damage= 0.00
Ep:200 step:660(209212), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  17.08 /  17.08 /  4879.33, epsilon=  0.365, speed=  0.02, gear= 1, damage= 0.00
Ep:200 step:680(209232), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.24, prog= 0.26, pen=-0.02, r_old= 0.24], Reward=  18.90 /  18.90 /  4879.33, epsilon=  0.365, speed=  0.09, gear= 1, damage= 0.00
Ep:200 step:700(209252), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.13, prog=-0.13, pen= 0.00, r_old=-0.13], Reward=  20.26 /  20.26 /  4879.33, epsilon=  0.365, speed= -0.05, gear= 1, damage= 0.00
Ep:200 step:720(209272), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.03, prog=-0.03, pen= 0.00, r_old=-0.03], Reward=  18.92 /  18.92 /  4879.33, epsilon=  0.365, speed= -0.01, gear= 1, damage= 0.00
Ep:200 step:740(209292), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.10, prog= 0.10, pen=-0.01, r_old= 0.10], Reward=  16.33 /  16.33 /  4879.33, epsilon=  0.365, speed=  0.03, gear= 1, damage= 0.00
Ep:200 step:760(209312), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.04, prog= 0.05, pen=-0.00, r_old= 0.04], Reward=  14.14 /  14.14 /  4879.33, epsilon=  0.365, speed=  0.02, gear= 1, damage= 0.00
Ep:200 step:780(209332), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.16, prog=-0.16, pen= 0.00, r_old=-0.16], Reward=  13.22 /  13.22 /  4879.33, epsilon=  0.365, speed= -0.06, gear= 1, damage= 0.00
Ep:200 step:800(209352), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.12, prog=-0.12, pen= 0.00, r_old=-0.12], Reward=  12.21 /  12.21 /  4879.33, epsilon=  0.365, speed= -0.04, gear= 1, damage= 0.00
Ep:200 step:820(209372), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.15, prog= 0.16, pen=-0.01, r_old= 0.15], Reward=  11.91 /  11.91 /  4879.33, epsilon=  0.365, speed=  0.05, gear= 1, damage= 0.00
Ep:200 step:840(209392), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward=  13.59 /  13.59 /  4879.33, epsilon=  0.365, speed=  0.00, gear= 1, damage= 0.00
Ep:200 step:860(209412), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.09, prog= 0.10, pen=-0.01, r_old= 0.09], Reward=  12.07 /  12.07 /  4879.33, epsilon=  0.365, speed=  0.03, gear= 1, damage= 0.00
Ep:200 step:880(209432), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward=  13.19 /  13.19 /  4879.33, epsilon=  0.365, speed= -0.01, gear= 1, damage= 0.00
Ep:200 step:900(209452), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.05, prog=-0.05, pen= 0.00, r_old=-0.05], Reward=  13.25 /  13.25 /  4879.33, epsilon=  0.365, speed= -0.02, gear= 1, damage= 0.00
Ep:200 step:920(209472), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.23, prog= 0.25, pen=-0.02, r_old= 0.23], Reward=  13.59 /  13.59 /  4879.33, epsilon=  0.365, speed=  0.08, gear= 1, damage= 0.00
Ep:200 step:940(209492), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.31, prog=-0.31, pen= 0.00, r_old=-0.31], Reward=  13.60 /  13.60 /  4879.33, epsilon=  0.365, speed= -0.11, gear= 1, damage= 0.00
Ep:200 step:960(209512), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward=  13.04 /  13.04 /  4879.33, epsilon=  0.365, speed=  0.03, gear= 1, damage= 0.00
Ep:200 step:980(209532), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.06, prog= 0.07, pen=-0.01, r_old= 0.06], Reward=  12.84 /  12.84 /  4879.33, epsilon=  0.365, speed=  0.02, gear= 1, damage= 0.00
Ep:200 step:1000(209552), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.30, prog= 0.33, pen=-0.03, r_old= 0.30], Reward=  13.24 /  13.24 /  4879.33, epsilon=  0.365, speed=  0.11, gear= 1, damage= 0.00
Ep:200 step:1020(209572), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.35, prog=-0.35, pen= 0.00, r_old=-0.35], Reward=  12.23 /  12.23 /  4879.33, epsilon=  0.365, speed= -0.12, gear= 1, damage= 0.00
Ep:200 step:1040(209592), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.41, prog=-0.41, pen= 0.00, r_old=-0.41], Reward=  10.86 /  10.86 /  4879.33, epsilon=  0.365, speed= -0.14, gear= 1, damage= 0.00
Ep:200 step:1060(209612), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.17, prog= 0.19, pen=-0.02, r_old= 0.17], Reward=  10.47 /  10.47 /  4879.33, epsilon=  0.365, speed=  0.06, gear= 1, damage= 0.00
Ep:200 step:1080(209632), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.06, prog=-0.06, pen= 0.00, r_old=-0.06], Reward=  9.77 /  9.77 /  4879.33, epsilon=  0.365, speed= -0.02, gear= 1, damage= 0.00
Ep:200 step:1100(209652), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.07, prog=-0.07, pen= 0.00, r_old=-0.07], Reward=  8.13 /  8.13 /  4879.33, epsilon=  0.365, speed= -0.02, gear= 1, damage= 0.00
Ep:200 step:1120(209672), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.19, prog= 0.21, pen=-0.02, r_old= 0.19], Reward=  7.80 /  7.80 /  4879.33, epsilon=  0.365, speed=  0.07, gear= 1, damage= 0.00
Ep:200 step:1140(209692), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward=  6.85 /  6.85 /  4879.33, epsilon=  0.365, speed= -0.00, gear= 1, damage= 0.00
Ep:200 step:1160(209712), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.04, prog=-0.04, pen= 0.00, r_old=-0.04], Reward=  7.59 /  7.59 /  4879.33, epsilon=  0.365, speed= -0.01, gear= 1, damage= 0.00
Ep:200 step:1180(209732), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.32, prog=-0.32, pen=-0.00, r_old=-0.32], Reward=  5.76 /  5.76 /  4879.33, epsilon=  0.365, speed= -0.11, gear= 1, damage= 0.00
Ep:200 step:1200(209752), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward=  5.93 /  5.93 /  4879.33, epsilon=  0.365, speed= -0.03, gear= 1, damage= 0.00
Ep:200 step:1220(209772), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.15, prog=-0.15, pen=-0.00, r_old=-0.15], Reward=  4.78 /  4.78 /  4879.33, epsilon=  0.365, speed= -0.05, gear= 1, damage= 0.00
Ep:200 step:1240(209792), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward=  3.04 /  3.04 /  4879.33, epsilon=  0.365, speed=  0.03, gear= 1, damage= 0.00
Ep:200 step:1260(209812), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.32, prog=-0.32, pen=-0.00, r_old=-0.32], Reward=  1.81 /  1.81 /  4879.33, epsilon=  0.365, speed= -0.11, gear= 1, damage= 0.00
Ep:200 step:1280(209832), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.06, prog=-0.06, pen=-0.00, r_old=-0.06], Reward=  1.23 /  1.23 /  4879.33, epsilon=  0.365, speed= -0.02, gear= 1, damage= 0.00
Ep:200 step:1300(209852), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.20, prog=-0.20, pen=-0.00, r_old=-0.20], Reward= -0.27 / -0.27 /  4879.33, epsilon=  0.365, speed= -0.07, gear= 1, damage= 0.00
Ep:200 step:1320(209872), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward= -1.64 / -1.64 /  4879.33, epsilon=  0.365, speed=  0.02, gear= 1, damage= 0.00
Ep:200 step:1340(209892), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.24, prog=-0.24, pen=-0.00, r_old=-0.24], Reward= -2.93 / -2.93 /  4879.33, epsilon=  0.365, speed= -0.08, gear= 1, damage= 0.00
Ep:200 step:1360(209912), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.28, prog=-0.28, pen=-0.00, r_old=-0.28], Reward= -2.05 / -2.05 /  4879.33, epsilon=  0.365, speed= -0.10, gear= 1, damage= 0.00
Ep:200 step:1380(209932), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.39, prog= 0.45, pen=-0.06, r_old= 0.39], Reward= -0.62 / -0.62 /  4879.33, epsilon=  0.365, speed=  0.15, gear= 1, damage= 0.00
Ep:200 step:1400(209952), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.13, prog=-0.13, pen=-0.00, r_old=-0.13], Reward=  0.24 /  0.24 /  4879.33, epsilon=  0.365, speed= -0.04, gear= 1, damage= 0.00
Ep:200 step:1420(209972), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen=-0.00, r_old=-0.00], Reward= -1.07 / -1.07 /  4879.33, epsilon=  0.365, speed= -0.00, gear= 1, damage= 0.00
Ep:200 step:1440(209992), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.15, prog=-0.15, pen=-0.00, r_old=-0.15], Reward= -0.02 / -0.02 /  4879.33, epsilon=  0.365, speed= -0.05, gear= 1, damage= 0.00
Ep:200 step:1460(210012), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward=  0.57 /  0.57 /  4879.33, epsilon=  0.365, speed=  0.02, gear= 1, damage= 0.00
Ep:200 step:1480(210032), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.07, prog=-0.07, pen= 0.00, r_old=-0.07], Reward= -1.57 / -1.57 /  4879.33, epsilon=  0.365, speed= -0.03, gear= 1, damage= 0.00
Ep:200 step:1500(210052), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.20, prog= 0.24, pen=-0.03, r_old= 0.20], Reward= -2.61 / -2.61 /  4879.33, epsilon=  0.365, speed=  0.08, gear= 1, damage= 0.00
Ep:200 step:1520(210072), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.12, prog=-0.12, pen= 0.00, r_old=-0.12], Reward= -1.80 / -1.80 /  4879.33, epsilon=  0.365, speed= -0.04, gear= 1, damage= 0.00
Ep:200 step:1540(210092), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.35, prog=-0.36, pen= 0.00, r_old=-0.35], Reward= -3.45 / -3.45 /  4879.33, epsilon=  0.365, speed= -0.12, gear= 1, damage= 0.00
Ep:200 step:1560(210112), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.01, prog=-0.01, pen= 0.00, r_old=-0.01], Reward= -3.80 / -3.80 /  4879.33, epsilon=  0.365, speed= -0.00, gear= 1, damage= 0.00
Ep:200 step:1580(210132), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.02, prog= 0.02, pen=-0.00, r_old= 0.02], Reward= -3.20 / -3.20 /  4879.33, epsilon=  0.365, speed=  0.01, gear= 1, damage= 0.00
Ep:200 step:1600(210152), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.17, prog=-0.17, pen= 0.00, r_old=-0.17], Reward= -0.93 / -0.93 /  4879.33, epsilon=  0.365, speed= -0.06, gear= 1, damage= 0.00
Ep:200 step:1620(210172), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward= -2.93 / -2.93 /  4879.33, epsilon=  0.365, speed=  0.03, gear= 1, damage= 0.00
Ep:200 step:1640(210192), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.14, prog= 0.17, pen=-0.03, r_old= 0.14], Reward= -2.64 / -2.64 /  4879.33, epsilon=  0.365, speed=  0.06, gear= 1, damage= 0.00
Ep:200 step:1660(210212), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.33, prog=-0.33, pen= 0.00, r_old=-0.33], Reward= -2.86 / -2.86 /  4879.33, epsilon=  0.365, speed= -0.11, gear= 1, damage= 0.00
Ep:200 step:1680(210232), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.03, prog= 0.03, pen=-0.00, r_old= 0.03], Reward= -6.45 / -6.45 /  4879.33, epsilon=  0.365, speed=  0.01, gear= 1, damage= 0.00
Ep:200 step:1700(210252), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.24, prog= 0.29, pen=-0.05, r_old= 0.24], Reward= -6.05 / -6.05 /  4879.33, epsilon=  0.365, speed=  0.10, gear= 1, damage= 0.00
Ep:200 step:1720(210272), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.04, prog= 0.05, pen=-0.01, r_old= 0.04], Reward= -4.74 / -4.74 /  4879.33, epsilon=  0.365, speed=  0.02, gear= 1, damage= 0.00
Ep:200 step:1740(210292), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.14, prog=-0.14, pen= 0.00, r_old=-0.14], Reward= -4.55 / -4.55 /  4879.33, epsilon=  0.365, speed= -0.05, gear= 1, damage= 0.00
Ep:200 step:1760(210312), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.40, prog=-0.41, pen= 0.00, r_old=-0.40], Reward= -7.51 / -7.51 /  4879.33, epsilon=  0.365, speed= -0.14, gear= 1, damage= 0.00
Ep:200 step:1780(210332), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.08, prog=-0.08, pen= 0.00, r_old=-0.08], Reward= -9.03 / -9.03 /  4879.33, epsilon=  0.365, speed= -0.03, gear= 1, damage= 0.00
Ep:200 step:1800(210352), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.17, prog= 0.20, pen=-0.03, r_old= 0.17], Reward= -10.77 / -10.77 /  4879.33, epsilon=  0.365, speed=  0.07, gear= 1, damage= 0.00
Ep:200 step:1820(210372), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.31, prog=-0.32, pen= 0.00, r_old=-0.31], Reward= -12.56 / -12.56 /  4879.33, epsilon=  0.365, speed= -0.11, gear= 1, damage= 0.00
Ep:200 step:1840(210392), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.08, prog=-0.08, pen= 0.00, r_old=-0.08], Reward= -15.45 / -15.45 /  4879.33, epsilon=  0.365, speed= -0.03, gear= 1, damage= 0.00
Ep:200 step:1860(210412), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.21, prog= 0.26, pen=-0.04, r_old= 0.21], Reward= -16.85 / -16.85 /  4879.33, epsilon=  0.365, speed=  0.09, gear= 1, damage= 0.00
Ep:200 step:1880(210432), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.21, prog=-0.22, pen= 0.00, r_old=-0.21], Reward= -19.36 / -19.36 /  4879.33, epsilon=  0.365, speed= -0.07, gear= 1, damage= 0.00
Ep:200 step:1900(210452), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.13, prog= 0.16, pen=-0.03, r_old= 0.13], Reward= -19.64 / -19.64 /  4879.33, epsilon=  0.365, speed=  0.05, gear= 1, damage= 0.00
Ep:200 step:1920(210472), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.07, prog=-0.07, pen= 0.00, r_old=-0.07], Reward= -18.98 / -18.98 /  4879.33, epsilon=  0.365, speed= -0.02, gear= 1, damage= 0.00
Ep:200 step:1940(210492), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r= 0.18, prog= 0.22, pen=-0.04, r_old= 0.18], Reward= -17.55 / -17.55 /  4879.33, epsilon=  0.365, speed=  0.08, gear= 1, damage= 0.00
Ep:200 step:1960(210512), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.19, prog=-0.19, pen= 0.00, r_old=-0.19], Reward= -18.75 / -18.75 /  4879.33, epsilon=  0.365, speed= -0.06, gear= 1, damage= 0.00
Ep:200 step:1980(210532), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.28, prog=-0.29, pen= 0.00, r_old=-0.28], Reward= -21.07 / -21.07 /  4879.33, epsilon=  0.365, speed= -0.10, gear= 1, damage= 0.00
=============================================================
 starting episode: 201/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:201 step:0(210552), a_t=[s=-0.77, t= 0.122441, b= 0.577814], r_t=[r=-0.10, prog=-0.10, pen= 0.00, r_old=-0.10], Reward= -0.10 / -0.10 /  4879.33, epsilon=  0.365, speed= -0.03, gear= 1, damage= 0.00
Ep:201 step:20(210572), a_t=[s=-0.83, t= 0.160384, b= 0.614149], r_t=[r= 0.18, prog= 0.18, pen=-0.00, r_old= 0.18], Reward= -1.43 / -1.43 /  4879.33, epsilon=  0.365, speed=  0.06, gear= 1, damage= 0.00
Ep:201 step:40(210592), a_t=[s=-0.46, t= 0.207385, b= 0.618956], r_t=[r= 0.32, prog= 0.32, pen=-0.00, r_old= 0.32], Reward= -0.31 / -0.31 /  4879.33, epsilon=  0.365, speed=  0.11, gear= 1, damage= 0.00
